ClientId: 1247
Lamp 9/12
Blu-Ray 3/18
Phone 9/19
Shoes 9/20
Blu-Ray 5/4
Blu-Ray 2/8
Phone 5/25
Lamp 6/9
MovieRental 3/13
Phone 7/20
Shoes 3/3
Phone 3/4
Lamp 11/23
Blu-Ray 11/11
Song 7/20
Blu-Ray 8/22
Blu-Ray 2/10
Song 3/5
Shoes 1/21
Blu-Ray 6/22
Blu-Ray 9/26
Textbook 11/7
MovieRental 6/20
Lamp 10/7
Textbook 4/2
Phone 1/18
Phone 12/24
Phone 6/13
Song 9/25
Textbook 4/6
Lamp 12/12
Lamp 10/15
Song 11/5
Song 5/20
Song 11/3
Lamp 3/11
Lamp 1/11
MovieRental 6/22
Song 2/4
Phone 12/4
Shoes 8/8
Lamp 10/18
MovieRental 11/26
Lamp 5/21
Lamp 4/12
Blu-Ray 1/2
Lamp 9/16
Phone 5/22
Song 9/12
Shoes 4/6
MovieRental 8/7
Song 4/9
MovieRental 10/3
Blu-Ray 1/20
Textbook 10/1
Textbook 10/9
Shoes 7/17
Phone 2/16
Lamp 6/16
Shoes 11/4
Song 4/1
Textbook 4/8
Song 10/15
Song 1/6
Blu-Ray 4/15
Song 4/13
Lamp 9/2
Blu-Ray 8/9
Shoes 6/5
Phone 5/9
Blu-Ray 7/18
Textbook 9/10
Lamp 3/11
Shoes 4/5
Textbook 5/12
Song 5/21
Shoes 9/14
Shoes 10/17
Phone 6/13
Song 4/2
Blu-Ray 12/26
Song 12/10
Blu-Ray 12/18
MovieRental 3/19
Phone 2/13
Shoes 5/22
Blu-Ray 4/11
Blu-Ray 11/3
Song 9/14
Blu-Ray 5/15
Blu-Ray 11/11
Song 1/12
Blu-Ray 1/16
Shoes 1/12
Song 5/4
Lamp 11/22
Shoes 1/4
Lamp 12/22
Song 1/13
MovieRental 4/9
MovieRental 7/8
Song 1/7
Shoes 1/12
MovieRental 5/8
Song 8/13
Textbook 6/4
Shoes 1/19
Song 12/5
Lamp 10/13
Blu-Ray 10/20
MovieRental 2/20
Blu-Ray 5/9
Lamp 4/9
Textbook 11/17
Lamp 12/19
Lamp 7/12
Textbook 4/14
Blu-Ray 12/13
Phone 8/21
Blu-Ray 9/23
MovieRental 8/24
Shoes 5/24
Textbook 12/20
Textbook 3/7
Lamp 8/14
Shoes 11/1
Textbook 2/2
Textbook 2/17
Phone 4/12
Song 12/4
Lamp 12/18
Phone 12/7
Song 9/17
Phone 1/2
Song 11/15
MovieRental 8/18
Textbook 11/6
Lamp 12/26
Song 11/15
Phone 8/6
Song 2/7
Phone 1/18
Textbook 6/15
MovieRental 12/26
Blu-Ray 10/24
Shoes 8/7
Lamp 1/20
Shoes 1/17
Blu-Ray 1/10
MovieRental 8/1
Blu-Ray 2/5
Song 8/13
MovieRental 10/8
Song 3/17
MovieRental 9/6
MovieRental 10/9
Lamp 4/21
MovieRental 3/23
Blu-Ray 12/7
Song 4/19
Phone 11/4
Shoes 5/7
Shoes 6/17
Lamp 3/23
Blu-Ray 8/21
Lamp 1/26
Lamp 9/6
Song 1/10
MovieRental 12/11
Textbook 6/11
Blu-Ray 2/13
Phone 8/20
Blu-Ray 9/7
Lamp 11/11
MovieRental 5/12
Textbook 9/20
Shoes 8/24
Shoes 11/3
Lamp 10/9
MovieRental 4/25
Lamp 8/14
Phone 2/24
Lamp 3/9
Shoes 7/2
Lamp 1/20
Blu-Ray 7/12
Textbook 10/21
Textbook 5/22
MovieRental 2/7
Song 11/11
Textbook 7/5
Blu-Ray 10/16
MovieRental 8/12
Song 11/17
Textbook 11/3
MovieRental 9/6
Song 11/6
Blu-Ray 1/11
MovieRental 7/16
Shoes 6/19
Blu-Ray 11/7
Shoes 11/6
MovieRental 3/25
Phone 1/21
Blu-Ray 4/7
Blu-Ray 1/16
Shoes 7/14
MovieRental 4/26
Blu-Ray 4/2
Blu-Ray 2/10
Phone 5/19
Shoes 5/18
Lamp 10/13
Blu-Ray 11/23
Textbook 10/21
Song 12/8
Textbook 12/18
Textbook 4/22
Phone 11/3
Shoes 8/14
Textbook 1/1
Shoes 5/21
MovieRental 7/18
MovieRental 5/10
Blu-Ray 1/2
Blu-Ray 5/25
Shoes 2/14
MovieRental 7/11
Shoes 6/23
MovieRental 1/14
Phone 2/7
Textbook 9/9
Lamp 4/11
Lamp 7/1
Song 6/5
Blu-Ray 6/8
Blu-Ray 7/19
Blu-Ray 2/16
Blu-Ray 9/4
Blu-Ray 8/6
Blu-Ray 5/22
MovieRental 11/1
Blu-Ray 12/4
Song 7/7
Lamp 6/11
Phone 2/10
Phone 7/7
Shoes 9/7
Song 7/18
MovieRental 11/10
Song 11/14
Blu-Ray 12/3
Blu-Ray 2/19
Textbook 3/11
MovieRental 1/21
Lamp 3/25
Lamp 5/19
Lamp 4/10
Shoes 12/26
Lamp 8/24
Blu-Ray 11/21
MovieRental 5/7
Textbook 1/15
Phone 8/1
Song 12/18
Lamp 4/19
Blu-Ray 7/5
MovieRental 12/12
Lamp 5/19
Song 10/23
Textbook 10/24
Song 3/21
Textbook 6/15
Blu-Ray 7/12
MovieRental 8/8
Song 7/23
MovieRental 1/19
Textbook 7/24
Song 7/3
Shoes 4/18
MovieRental 9/21
Blu-Ray 8/7
Textbook 3/18
Textbook 5/14
Song 1/5
MovieRental 7/7
Lamp 8/24
Phone 5/21
Textbook 3/15
Blu-Ray 7/21
MovieRental 1/5
Textbook 9/7
Lamp 7/22
Textbook 10/1
Lamp 4/1
Song 1/26
Textbook 5/14
Textbook 12/14
MovieRental 6/18
MovieRental 1/23
MovieRental 3/17
Phone 5/7
Song 6/19
MovieRental 3/21
Lamp 5/2
Lamp 9/14
MovieRental 9/20
Lamp 3/22
MovieRental 6/3
MovieRental 6/12
Textbook 5/11
Song 3/12
MovieRental 12/4
Lamp 3/12
Textbook 11/16
Lamp 1/25
Song 12/10
Phone 8/9
Shoes 12/9
MovieRental 3/20
MovieRental 9/21
Song 7/23
Song 9/5
Lamp 5/26
Song 12/18
Lamp 3/21
Shoes 3/12
Blu-Ray 1/16
Shoes 8/26
Blu-Ray 12/23
Textbook 10/26
MovieRental 12/15
Lamp 8/4
Textbook 11/8
Textbook 9/6
Phone 10/22
Lamp 5/5
Song 6/25
Lamp 11/12
Blu-Ray 10/24
Lamp 10/8
MovieRental 4/26
Blu-Ray 9/13
Blu-Ray 11/17
Phone 3/5
Shoes 3/22
Shoes 3/3
MovieRental 10/3
MovieRental 6/19
MovieRental 3/17
MovieRental 6/1
Textbook 8/14
Song 6/1
Shoes 4/2
Song 12/17
Textbook 5/23
Lamp 6/23
Lamp 8/13
Textbook 3/1
Song 5/13
Shoes 10/7
Blu-Ray 3/4
Lamp 4/21
Shoes 6/22
Shoes 4/8
Textbook 4/4
Blu-Ray 4/24
Shoes 2/9
Song 5/19
Textbook 10/21
Blu-Ray 1/24
Lamp 1/24
Song 1/22
Song 11/1
Phone 7/11
Song 1/21
Phone 2/4
Phone 4/24
Textbook 11/11
Lamp 12/3
Textbook 1/24
MovieRental 10/23
MovieRental 1/21
MovieRental 10/23
Song 5/20
Song 10/8
Song 9/6
Textbook 12/10
Shoes 12/19
Textbook 9/4
Shoes 11/21
MovieRental 3/17
Phone 9/8
Song 6/6
Textbook 12/22
Blu-Ray 2/8
MovieRental 5/6
Shoes 12/7
Blu-Ray 6/18
Blu-Ray 4/15
Lamp 3/12
Lamp 8/9
Song 9/17
Phone 3/3
Blu-Ray 10/24
Lamp 9/12
Lamp 12/6
Blu-Ray 11/9
Lamp 1/26
Blu-Ray 4/6
Textbook 10/3
Song 9/21
MovieRental 9/16
Shoes 3/25
Song 1/6
Textbook 8/20
Lamp 4/19
Blu-Ray 4/8
Phone 1/4
MovieRental 2/2
MovieRental 3/25
Textbook 2/21
Song 7/26
Lamp 4/11
Lamp 6/16
Phone 5/15
Phone 6/23
Shoes 5/1
Lamp 4/17
Shoes 12/17
Phone 7/22
Lamp 4/24
MovieRental 6/25
Song 1/19
Phone 1/17
Textbook 5/1
Textbook 9/15
MovieRental 8/1
Textbook 7/9
Song 1/3
Song 12/23
Textbook 5/20
Shoes 1/6
Lamp 4/6
Phone 7/11
Lamp 12/3
Textbook 2/9
MovieRental 5/11
MovieRental 10/22
Textbook 7/13
Blu-Ray 8/11
MovieRental 12/8
Lamp 2/25
Song 7/2
Lamp 8/7
Phone 11/11
MovieRental 2/20
Blu-Ray 7/12
Lamp 5/2
Phone 6/16
Phone 8/26
Phone 11/6
Shoes 8/12
Song 2/2
Blu-Ray 10/22
MovieRental 5/23
Textbook 1/20
MovieRental 1/25
MovieRental 3/13
Textbook 2/18
Textbook 8/4
MovieRental 9/23
MovieRental 6/14
Textbook 4/3
Song 8/1
Lamp 10/6
Song 3/16
Phone 7/21
Song 9/24
Lamp 3/18
Textbook 7/20
Lamp 10/8
MovieRental 10/11
Textbook 1/5
Song 10/5
Textbook 9/1
MovieRental 9/5
Shoes 10/14
Lamp 3/18
Textbook 5/10
Song 6/22
MovieRental 5/26
Textbook 2/24
Lamp 9/26
Lamp 7/11
Shoes 10/4
Lamp 3/13
Lamp 7/26
Phone 7/18
Shoes 10/10
Lamp 4/6
Song 10/23
Phone 7/8
Textbook 10/24
MovieRental 9/16
MovieRental 4/11
Shoes 2/10
Phone 5/9
Textbook 12/11
MovieRental 11/1
Song 1/17
Phone 8/20
Shoes 11/21
Shoes 10/25
Lamp 2/20
Song 9/23
Lamp 10/3
Lamp 11/12
Song 6/22
MovieRental 4/15
Phone 7/5
Textbook 3/2
Textbook 1/7
MovieRental 11/3
Blu-Ray 1/25
Textbook 2/14
Lamp 11/23
Lamp 4/10
Lamp 4/17
MovieRental 12/9
Song 5/5
Textbook 9/16
Shoes 7/25
Lamp 5/6
Phone 5/1
Blu-Ray 12/21
Song 4/5
Textbook 6/3
Phone 5/11
Blu-Ray 9/23
Shoes 3/19
MovieRental 12/9
Textbook 10/3
Song 9/12
Shoes 2/3
Song 7/13
Lamp 1/23
Textbook 5/26
Blu-Ray 3/22
MovieRental 12/23
Blu-Ray 7/14
MovieRental 9/13
Blu-Ray 12/10
Shoes 8/9
MovieRental 10/17
Blu-Ray 3/13
Textbook 11/16
Shoes 2/19
Phone 5/26
Textbook 4/3
Song 3/18
Song 4/19
Shoes 4/10
Phone 1/5
Blu-Ray 5/7
Lamp 1/1
MovieRental 5/24
Song 2/12
MovieRental 12/16
Phone 10/25
Song 7/24
Lamp 5/24
Lamp 3/21
Song 3/14
Phone 9/25
Lamp 10/10
MovieRental 11/20
Lamp 1/8
Blu-Ray 11/13
Song 1/6
Lamp 9/2
Blu-Ray 10/1
Lamp 1/2
Textbook 8/21
Shoes 12/26
Phone 5/12
Lamp 9/7
Shoes 6/8
Lamp 8/23
Phone 10/11
Phone 3/10
Blu-Ray 9/15
Song 7/7
MovieRental 2/19
Lamp 8/22
Song 7/10
Blu-Ray 1/10
Shoes 12/26
Phone 12/12
Phone 10/15
MovieRental 3/24
Lamp 7/8
Blu-Ray 5/14
Lamp 5/8
Shoes 8/1
Song 2/22
MovieRental 4/24
Song 7/14
Lamp 8/14
Textbook 3/1
Song 12/3
MovieRental 3/18
Song 7/8
Song 5/15
MovieRental 3/8
Shoes 2/4
Blu-Ray 9/16
Shoes 6/26
Blu-Ray 9/5
Lamp 11/24
Lamp 1/26
Blu-Ray 12/5
Textbook 4/26
Phone 1/2
Blu-Ray 4/12
Blu-Ray 7/7
Song 9/17
Blu-Ray 10/26
Song 7/13
Textbook 8/22
Textbook 8/21
Song 6/11
Song 10/14
Shoes 2/22
Blu-Ray 3/15
Blu-Ray 10/14
MovieRental 12/23
Shoes 7/20
Shoes 9/21
Phone 12/10
Shoes 8/24
Textbook 1/24
MovieRental 8/13
Phone 6/11
Shoes 9/19
Lamp 11/21
Textbook 5/20
Lamp 8/10
Blu-Ray 5/12
Song 10/11
Blu-Ray 7/7
Shoes 6/21
Phone 5/5
Blu-Ray 2/9
Song 4/5
Shoes 10/25
Textbook 2/11
Lamp 2/3
Lamp 6/21
MovieRental 10/7
Lamp 5/26
Lamp 11/10
Phone 11/10
Blu-Ray 7/4
MovieRental 1/1
Phone 2/12
Blu-Ray 12/15
Song 3/13
Shoes 12/20
Shoes 9/26
Song 4/6
Blu-Ray 1/1
MovieRental 11/22
Song 1/8
Shoes 6/19
MovieRental 11/8
Lamp 12/22
Blu-Ray 9/6
Blu-Ray 4/10
Shoes 4/19
Lamp 3/7
Phone 10/2
Shoes 7/5
Song 8/18
Song 1/22
MovieRental 7/13
Song 11/24
Lamp 9/12
Phone 5/9
Song 5/8
Lamp 5/10
MovieRental 12/24
Phone 4/14
Shoes 4/10
Shoes 4/14
Phone 5/9
Blu-Ray 12/10
Lamp 9/19
MovieRental 2/11
Lamp 8/10
Song 3/4
Blu-Ray 12/25
Shoes 11/4
Blu-Ray 2/24
MovieRental 5/21
Lamp 1/26
Textbook 11/9
Shoes 12/9
Blu-Ray 3/20
Blu-Ray 12/1
Lamp 11/26
Song 7/4
Lamp 6/20
Shoes 10/3
Phone 1/26
Textbook 12/21
Blu-Ray 9/14
MovieRental 11/10
MovieRental 10/15
Lamp 3/6
Shoes 1/26
Shoes 10/2
Shoes 8/9
Song 11/6
Song 3/7
Shoes 4/9
Phone 12/8
Lamp 5/17
Phone 3/4
Phone 5/18
Song 7/15
Song 10/25
MovieRental 2/12
Song 8/23
Phone 8/26
Phone 11/11
Blu-Ray 7/6
Blu-Ray 6/9
Lamp 11/20
Blu-Ray 1/4
Phone 12/19
MovieRental 11/10
Shoes 6/22
Blu-Ray 5/20
Textbook 4/4
Shoes 1/23
MovieRental 8/14
Textbook 11/21
MovieRental 4/21
MovieRental 2/14
Shoes 8/21
Lamp 10/6
Song 6/23
Lamp 9/3
Song 7/24
MovieRental 8/13
Shoes 4/22
MovieRental 9/1
Shoes 10/7
Blu-Ray 1/21
MovieRental 2/7
Song 6/22
Blu-Ray 12/17
Textbook 5/10
Lamp 8/21
Lamp 9/9
Song 7/14
Phone 11/6
MovieRental 11/6
Textbook 11/12
Shoes 2/3
Shoes 4/9
Textbook 4/2
Textbook 6/8
Lamp 9/26
Song 6/25
Shoes 8/6
Blu-Ray 12/19
Shoes 2/1
MovieRental 4/11
Blu-Ray 3/17
Blu-Ray 8/2
Shoes 5/1
MovieRental 7/9
Blu-Ray 5/4
Textbook 7/24
Song 8/25
Blu-Ray 10/23
Textbook 7/6
Textbook 9/1
Blu-Ray 6/23
Textbook 1/18
Shoes 6/10
MovieRental 2/14
Textbook 12/6
Shoes 3/6
Shoes 3/20
Textbook 4/4
Blu-Ray 6/13
MovieRental 12/16
Blu-Ray 6/10
MovieRental 5/10
Lamp 11/21
Blu-Ray 12/10
Song 5/21
Textbook 5/15
Shoes 5/20
Phone 6/15
Textbook 2/11
Blu-Ray 3/15
Blu-Ray 5/22
Blu-Ray 3/1
Lamp 9/22
Textbook 10/20
Lamp 2/17
Phone 6/2
Phone 4/10
MovieRental 4/19
Blu-Ray 9/19
MovieRental 9/5
Phone 1/9
Song 10/19
Song 12/22
Shoes 3/3
Shoes 5/14
Song 2/3
Song 1/22
Lamp 7/17
Lamp 7/24
Textbook 11/12
Shoes 3/24
Song 4/12
Shoes 12/26
Lamp 4/18
Lamp 12/26
Shoes 10/23
Phone 7/14
Shoes 12/20
Lamp 9/18
Lamp 1/22
Blu-Ray 9/15
Textbook 5/24
MovieRental 2/9
Textbook 1/22
MovieRental 6/7
Song 11/10
Blu-Ray 10/12
Shoes 11/12
Phone 12/18
Phone 8/15
Textbook 12/26
Lamp 10/20
Shoes 9/5
Song 6/26
Lamp 5/5
Blu-Ray 2/9
Lamp 4/23
Blu-Ray 9/12
Textbook 5/3
Song 2/10
Blu-Ray 5/21
Blu-Ray 4/3
Blu-Ray 1/9
Phone 1/26
Song 9/1
Blu-Ray 3/9
Textbook 11/20
Phone 8/21
Blu-Ray 5/20
Lamp 3/13
Shoes 5/2
Blu-Ray 6/17
Song 3/23
Song 11/4
Phone 8/22
Shoes 5/26
Phone 8/22
MovieRental 6/8
Song 1/1
MovieRental 1/3
Lamp 9/16
Blu-Ray 10/17
Lamp 11/18
Phone 12/18
Textbook 4/15
MovieRental 8/2
Phone 3/12
Song 2/11
Textbook 4/8
Song 5/24
Blu-Ray 5/4
Blu-Ray 6/18
Song 12/14
Textbook 10/11
Phone 4/11
Lamp 1/12
Blu-Ray 1/26
Lamp 3/18
Phone 5/1
Textbook 6/6
Shoes 4/5
Blu-Ray 11/23
Textbook 10/4
Blu-Ray 7/1
Song 3/20
Lamp 12/5
Shoes 5/14
Textbook 12/14
MovieRental 8/12
Shoes 5/2
Blu-Ray 12/8
Textbook 6/25
Textbook 11/5
Song 3/10
MovieRental 2/5
Shoes 4/6
Song 2/5
Shoes 8/17
Song 9/11
Shoes 2/22
MovieRental 7/15
Textbook 3/8
Shoes 5/1
Phone 6/5
Phone 9/9
Shoes 5/10
Song 5/7
Song 9/8
Blu-Ray 1/19
MovieRental 8/17
Shoes 9/24
Lamp 6/19
Phone 11/16
Lamp 11/24
Song 10/22
Textbook 2/20
Textbook 9/24
Song 9/24
Textbook 11/3
MovieRental 1/15
Shoes 9/14
Blu-Ray 3/8
Textbook 5/12
Shoes 9/4
Shoes 7/2
Shoes 6/4
Lamp 11/8
Textbook 1/4
Song 2/18
Phone 2/1
Shoes 4/2
Lamp 3/22
Shoes 10/12
Shoes 11/13
Phone 4/18
Blu-Ray 7/8
Blu-Ray 4/2
Textbook 5/15
Blu-Ray 7/9
Lamp 1/17
MovieRental 3/17
MovieRental 1/14
MovieRental 9/11
MovieRental 7/25
Blu-Ray 3/20
Shoes 7/10
Lamp 11/22
Phone 9/24
MovieRental 1/18
Blu-Ray 6/18
Phone 7/11
MovieRental 8/5
Phone 12/3
Lamp 1/26
Blu-Ray 10/12
Textbook 1/14
Shoes 3/6
Blu-Ray 12/17
Phone 12/15
Lamp 11/2
Song 4/16
Lamp 11/4
Song 2/22
MovieRental 10/16
Lamp 2/22
Shoes 4/13
Phone 12/1
Blu-Ray 12/17
MovieRental 12/17
Song 2/23
Shoes 2/12
Phone 5/12
Textbook 12/24
Song 11/4
Phone 3/18
Shoes 2/16
Lamp 3/1
MovieRental 11/19
Lamp 9/22
Blu-Ray 2/26
Song 11/16
Song 3/8
Song 4/15
Shoes 6/12
Song 4/14
Phone 1/18
Textbook 7/8
Textbook 3/11
Lamp 4/14
Lamp 5/20
Textbook 6/26
Blu-Ray 7/2
MovieRental 1/9
Song 1/16
Song 2/4
Phone 5/18
Lamp 5/12
Textbook 3/7
Phone 7/21
Shoes 2/16
Textbook 1/10
Shoes 5/22
Shoes 2/13
MovieRental 1/17
Song 5/15
Textbook 10/5
Lamp 12/8
Shoes 5/3
Shoes 8/21
Blu-Ray 11/25
Phone 10/1
Textbook 6/3
Blu-Ray 7/14
Song 7/25
Blu-Ray 8/25
Textbook 7/1
Blu-Ray 11/3
MovieRental 9/3
Shoes 6/3
Song 8/17
Phone 11/13
MovieRental 9/16
Blu-Ray 9/18
MovieRental 4/12
Song 5/25
Blu-Ray 2/19
Textbook 8/25
Song 9/22
Lamp 9/6
Blu-Ray 3/19
MovieRental 2/24
Lamp 12/10
MovieRental 5/26
Lamp 9/21
Phone 12/20
Shoes 8/16
Textbook 8/24
Shoes 1/14
Shoes 11/7
Phone 12/2
MovieRental 5/15
Blu-Ray 7/26
MovieRental 8/3
Lamp 5/4
Phone 9/23
Song 11/16
Phone 1/13
Lamp 5/13
Blu-Ray 1/5
Textbook 12/23
Song 9/14
Song 2/1
Textbook 10/14
MovieRental 7/10
Lamp 1/9
Textbook 3/18
MovieRental 3/15
Textbook 5/3
MovieRental 1/9
Phone 10/11
Song 4/4
Shoes 1/16
Blu-Ray 8/16
Textbook 10/6
Song 1/9
Textbook 9/9
Shoes 3/2
Textbook 4/21
Blu-Ray 7/9
Shoes 9/26
Song 10/13
Phone 2/26
Blu-Ray 11/1
Song 4/6
Phone 7/2
Phone 3/2
MovieRental 9/2
Song 6/20
MovieRental 8/14
Phone 6/10
Textbook 7/22
Song 2/9
Lamp 7/21
Phone 6/15
Lamp 11/1
Phone 8/19
Shoes 1/21
Lamp 3/10
Phone 4/22
Shoes 6/18
Blu-Ray 11/25
Textbook 12/6
Shoes 4/14
Shoes 1/14
Textbook 11/22
MovieRental 1/23
Lamp 3/1
Lamp 7/20
Shoes 3/20
Phone 4/11
Textbook 4/17
Phone 6/15
Textbook 3/14
Textbook 7/12
Lamp 10/23
Song 4/14
Lamp 5/9
Blu-Ray 4/4
MovieRental 3/23
Song 1/8
Blu-Ray 5/24
Textbook 6/15
Song 4/18
Textbook 3/3
Blu-Ray 1/17
Textbook 8/15
Phone 12/23
Shoes 3/19
Textbook 10/19
Song 9/16
Lamp 11/24
Lamp 5/26
Phone 9/12
MovieRental 7/11
Song 8/19
Song 11/26
Song 9/22
MovieRental 4/23
MovieRental 3/12
Lamp 11/17
Textbook 1/24
Blu-Ray 11/13
MovieRental 4/18
Song 3/6
Blu-Ray 3/17
Lamp 4/21
Lamp 9/9
Blu-Ray 9/16
Phone 12/5
Song 4/26
Textbook 7/10
MovieRental 12/19
Shoes 4/25
Shoes 8/16
MovieRental 1/21
Blu-Ray 11/24
Textbook 9/23
Textbook 4/2
MovieRental 11/7
Lamp 9/26
Lamp 8/2
Phone 7/10
Song 9/19
Blu-Ray 3/1
Textbook 12/14
MovieRental 7/8
Blu-Ray 11/18
Song 10/5
MovieRental 7/10
Blu-Ray 8/4
Song 4/4
Blu-Ray 3/18
Lamp 4/7
Blu-Ray 10/9
Phone 8/11
MovieRental 9/15
Phone 2/8
Song 4/22
Phone 12/13
MovieRental 6/17
MovieRental 7/15
Song 11/7
Shoes 1/7
Shoes 7/12
Song 12/6
Phone 8/4
Blu-Ray 10/12
Song 10/18
Textbook 5/7
Lamp 6/14
Textbook 10/21
MovieRental 6/21
Blu-Ray 3/19
Blu-Ray 4/15
Shoes 1/3
Song 6/26
Lamp 10/24
Song 7/4
Blu-Ray 3/7
Lamp 3/4
Phone 9/3
Textbook 8/4
Lamp 3/4
Phone 4/10
Song 8/12
Blu-Ray 2/10
Shoes 3/22
Lamp 7/11
MovieRental 4/15
Textbook 3/13
Blu-Ray 4/17
MovieRental 11/1
Textbook 2/23
MovieRental 4/9
