ClientId: 1116
Lamp 7/19
MovieRental 3/6
Textbook 4/14
Lamp 3/21
Textbook 3/14
Shoes 7/7
Shoes 6/2
Song 9/10
Phone 10/6
Phone 11/13
MovieRental 3/6
Textbook 9/26
Song 2/7
MovieRental 3/6
Shoes 1/2
Lamp 8/5
Lamp 8/14
Blu-Ray 5/8
Song 11/17
Textbook 2/3
Song 3/7
Lamp 1/26
Phone 10/14
Blu-Ray 7/13
Lamp 4/22
MovieRental 12/12
MovieRental 7/17
Blu-Ray 11/24
Song 7/12
MovieRental 8/7
Shoes 2/18
Blu-Ray 3/21
MovieRental 12/21
Song 11/15
Phone 3/9
Song 6/20
Lamp 10/5
Lamp 6/4
Textbook 6/6
Blu-Ray 12/2
Shoes 9/25
Phone 4/20
Textbook 4/18
Phone 9/19
Shoes 4/15
Textbook 8/12
Song 5/8
Phone 5/10
Shoes 5/24
MovieRental 4/26
Phone 12/10
Song 12/11
Blu-Ray 12/6
Lamp 9/24
Song 9/5
MovieRental 5/21
Textbook 11/5
Blu-Ray 11/18
Phone 3/17
Phone 9/17
Song 5/8
Shoes 6/6
Song 3/14
Song 7/12
Textbook 7/9
Textbook 3/9
Blu-Ray 2/19
Lamp 6/7
Shoes 4/16
Textbook 5/21
Song 11/8
Lamp 12/18
Blu-Ray 5/21
Song 1/2
Blu-Ray 12/26
MovieRental 1/26
Blu-Ray 12/7
Song 1/18
Lamp 1/2
Textbook 11/1
Textbook 6/1
Shoes 9/9
Song 12/14
Song 1/11
Phone 3/23
Phone 10/15
Song 12/14
Shoes 10/7
Textbook 6/22
Lamp 1/12
Lamp 1/21
Song 6/2
Textbook 7/12
Song 5/26
Lamp 10/5
Shoes 5/17
Phone 5/13
Lamp 9/5
Shoes 5/13
Song 8/13
Blu-Ray 11/15
Blu-Ray 12/3
MovieRental 5/20
Shoes 9/12
Blu-Ray 2/25
Shoes 3/10
Shoes 6/21
Blu-Ray 2/14
Lamp 11/17
Phone 5/12
Shoes 10/4
Shoes 9/2
Blu-Ray 3/18
Lamp 10/25
Shoes 1/4
Blu-Ray 3/22
Shoes 12/13
Shoes 10/25
Shoes 10/8
Lamp 3/26
Song 5/14
Textbook 9/9
Song 8/1
Phone 6/8
Lamp 10/14
MovieRental 9/11
Lamp 3/10
Song 6/16
Lamp 5/22
MovieRental 12/25
Phone 4/23
Shoes 8/26
Song 9/23
Shoes 12/4
Blu-Ray 10/5
MovieRental 11/8
Song 12/5
Blu-Ray 4/12
Phone 8/6
Textbook 11/3
MovieRental 9/17
Shoes 4/10
Song 3/17
Blu-Ray 11/9
Phone 5/20
Shoes 1/21
Lamp 1/19
Lamp 8/3
Song 3/19
Phone 1/7
Textbook 3/22
Lamp 2/6
Blu-Ray 2/4
MovieRental 11/5
Blu-Ray 4/12
Song 4/16
Song 6/24
Textbook 10/4
Shoes 12/25
Textbook 4/23
Phone 12/2
Textbook 11/7
Song 3/10
Blu-Ray 1/17
Phone 3/12
Lamp 1/12
Shoes 7/14
Phone 7/19
MovieRental 8/2
Shoes 9/8
Phone 5/3
Lamp 9/6
MovieRental 2/12
Blu-Ray 7/20
Blu-Ray 1/25
Blu-Ray 1/12
Blu-Ray 11/5
Shoes 8/22
Textbook 6/7
Lamp 12/19
MovieRental 7/23
Song 6/24
Phone 12/2
MovieRental 9/8
Song 11/16
Phone 2/8
Textbook 1/9
Lamp 9/15
Phone 3/13
Textbook 1/8
Lamp 6/14
Shoes 9/21
Textbook 8/25
Shoes 7/5
Lamp 11/3
Lamp 4/7
Lamp 5/20
Blu-Ray 1/20
Lamp 2/18
Blu-Ray 3/21
Textbook 5/1
Lamp 2/12
Blu-Ray 1/21
Shoes 4/13
Song 6/22
Shoes 5/25
Lamp 8/2
Shoes 3/14
MovieRental 5/20
Lamp 9/6
MovieRental 10/17
Blu-Ray 5/8
Blu-Ray 1/3
Textbook 9/15
Phone 4/24
Blu-Ray 2/12
Lamp 4/2
Textbook 7/7
Phone 3/1
Shoes 9/20
Song 12/19
Lamp 10/1
Shoes 8/7
Phone 4/15
Phone 11/14
MovieRental 5/13
MovieRental 2/25
Textbook 1/11
MovieRental 10/21
Lamp 6/5
Shoes 11/4
Phone 9/5
Phone 8/2
Shoes 3/21
Shoes 8/5
MovieRental 7/5
Blu-Ray 12/17
MovieRental 3/10
Phone 11/12
Blu-Ray 6/14
MovieRental 12/26
Phone 9/9
Song 4/19
Lamp 9/10
Lamp 5/4
Blu-Ray 7/8
Textbook 4/11
Shoes 11/15
Shoes 7/23
MovieRental 7/12
Shoes 10/11
Lamp 7/17
Lamp 11/13
Song 11/22
Shoes 3/14
Shoes 1/3
Lamp 8/4
Song 3/19
Shoes 9/1
Song 3/20
Shoes 3/11
Blu-Ray 12/16
Textbook 9/22
Shoes 8/12
Song 7/7
MovieRental 7/18
Phone 2/6
Song 3/19
Song 5/15
Lamp 4/23
MovieRental 6/5
Shoes 4/2
Textbook 6/21
Song 5/4
Lamp 11/9
Song 4/10
Shoes 3/6
Textbook 3/25
Phone 8/9
Song 3/5
Shoes 2/17
Blu-Ray 4/16
Lamp 6/3
Song 4/17
MovieRental 10/3
Song 3/24
Blu-Ray 10/5
Shoes 8/24
Lamp 4/2
Blu-Ray 6/17
Blu-Ray 12/1
Song 7/5
Song 5/13
Lamp 6/3
Shoes 5/13
Phone 12/10
Shoes 4/21
Lamp 8/5
Lamp 3/23
Song 8/10
MovieRental 5/21
Textbook 8/20
Phone 2/22
Textbook 11/9
Blu-Ray 6/8
Lamp 7/2
Shoes 1/23
Lamp 3/18
Shoes 6/15
Blu-Ray 6/21
Blu-Ray 11/22
Lamp 6/15
Textbook 12/4
MovieRental 11/18
Song 7/14
MovieRental 11/22
MovieRental 5/20
Phone 7/3
Textbook 6/25
MovieRental 5/13
Shoes 2/10
Shoes 10/22
Lamp 11/24
Shoes 9/9
Shoes 5/12
Shoes 8/2
Shoes 11/25
Lamp 5/10
Song 6/26
Song 1/18
Shoes 4/15
MovieRental 5/3
Textbook 8/5
MovieRental 12/20
Blu-Ray 3/23
Phone 6/9
Lamp 9/24
Song 7/5
Blu-Ray 1/23
MovieRental 2/4
Lamp 8/9
Phone 11/17
Shoes 10/10
Shoes 9/1
MovieRental 1/6
MovieRental 4/8
Phone 1/3
Lamp 10/25
Song 6/19
Blu-Ray 9/13
Blu-Ray 6/26
Blu-Ray 9/4
Song 10/1
Phone 3/12
Song 3/25
Song 12/15
Song 2/12
MovieRental 3/15
Shoes 1/6
Phone 4/5
Song 6/24
Shoes 9/2
Song 3/3
MovieRental 12/19
Song 9/3
Blu-Ray 7/14
Song 12/20
Lamp 1/15
Textbook 5/11
Lamp 11/11
Song 6/14
Textbook 9/23
Song 11/4
Blu-Ray 7/21
Lamp 8/19
Blu-Ray 6/25
Phone 6/19
Phone 7/22
Phone 5/23
Textbook 7/22
MovieRental 7/21
MovieRental 9/21
Phone 4/6
Song 3/16
MovieRental 12/20
Textbook 1/21
Lamp 10/1
Phone 5/10
Phone 3/22
Song 10/7
MovieRental 2/2
Lamp 11/13
Song 3/19
Blu-Ray 10/18
Song 1/23
Blu-Ray 2/21
Textbook 6/14
Shoes 10/5
Blu-Ray 10/15
Phone 4/7
Textbook 1/6
MovieRental 2/16
Lamp 10/8
MovieRental 7/25
Phone 3/18
Textbook 8/20
Blu-Ray 9/7
Textbook 11/21
MovieRental 2/19
Song 12/26
MovieRental 9/5
Phone 2/22
Phone 5/10
Blu-Ray 5/26
Song 8/26
Textbook 6/21
Phone 8/19
Blu-Ray 7/4
Textbook 1/19
MovieRental 11/19
Song 7/15
Blu-Ray 5/1
Textbook 4/10
Blu-Ray 12/20
Textbook 1/11
Textbook 2/6
Textbook 10/18
Song 6/10
Blu-Ray 9/6
Lamp 8/3
Song 8/12
Textbook 12/4
MovieRental 1/18
Textbook 4/15
Textbook 12/18
Blu-Ray 9/3
MovieRental 2/25
Shoes 5/26
Song 2/3
MovieRental 3/1
Shoes 5/16
Song 7/3
Textbook 6/20
Lamp 12/23
Song 8/26
Lamp 8/26
MovieRental 11/21
Textbook 8/1
Phone 7/21
Textbook 7/1
Blu-Ray 1/10
Shoes 12/9
MovieRental 11/16
Shoes 5/26
Textbook 11/22
Textbook 10/10
MovieRental 4/12
Textbook 10/2
Lamp 6/21
Blu-Ray 2/19
Shoes 10/2
Blu-Ray 9/4
MovieRental 11/21
Textbook 11/18
Lamp 9/5
Lamp 4/21
Lamp 8/19
MovieRental 3/20
MovieRental 6/16
Lamp 7/9
Song 7/1
Song 2/15
Lamp 7/22
Shoes 7/12
Textbook 12/12
MovieRental 9/19
Lamp 8/14
Textbook 3/3
Shoes 4/11
Lamp 1/24
Shoes 8/11
Phone 7/20
Lamp 4/16
Shoes 9/5
Textbook 11/13
Textbook 6/25
Song 8/8
Textbook 9/15
MovieRental 9/2
Song 2/8
Shoes 6/25
Phone 10/1
Song 7/22
Lamp 2/21
Song 6/3
Lamp 3/17
Lamp 6/26
Phone 12/22
Blu-Ray 2/24
Shoes 8/7
Textbook 9/6
Lamp 4/11
Phone 11/23
Textbook 8/21
Textbook 1/1
MovieRental 6/1
Phone 4/22
Shoes 9/13
Lamp 5/4
Blu-Ray 8/14
Shoes 8/11
Blu-Ray 3/26
MovieRental 8/10
Textbook 9/21
MovieRental 3/26
Textbook 1/10
Song 6/22
Lamp 10/14
Blu-Ray 3/6
MovieRental 5/11
Blu-Ray 7/17
MovieRental 6/1
Shoes 8/21
Textbook 8/11
Shoes 6/9
Lamp 2/23
MovieRental 2/10
MovieRental 11/13
Shoes 3/20
Song 10/24
Blu-Ray 2/24
Blu-Ray 1/17
MovieRental 1/22
Shoes 8/14
Blu-Ray 7/17
Song 9/17
Phone 10/7
Blu-Ray 10/22
Phone 4/11
Lamp 7/9
Textbook 10/4
MovieRental 11/4
Blu-Ray 7/25
Song 7/19
MovieRental 2/4
Blu-Ray 7/4
Textbook 11/17
Blu-Ray 2/10
Song 6/25
Shoes 12/1
Textbook 7/12
Shoes 7/22
Lamp 10/21
Song 10/8
Phone 1/21
Phone 6/5
Textbook 1/12
Lamp 10/4
Lamp 2/18
Lamp 3/8
Song 1/1
MovieRental 3/10
Lamp 4/25
Lamp 9/7
Shoes 2/11
Textbook 6/16
Lamp 3/9
Textbook 2/23
Blu-Ray 7/8
MovieRental 1/15
Textbook 1/22
MovieRental 8/5
Blu-Ray 4/23
Textbook 6/16
Phone 4/9
Blu-Ray 2/1
Song 10/17
MovieRental 6/7
Blu-Ray 10/20
Blu-Ray 5/14
MovieRental 1/7
Phone 9/12
Lamp 4/5
Shoes 5/11
Song 2/18
Song 6/5
Song 6/12
Lamp 8/2
Song 10/12
Phone 9/15
Phone 7/18
MovieRental 3/8
Song 10/4
Song 12/7
Song 12/20
Phone 1/26
MovieRental 10/19
Blu-Ray 6/20
Lamp 9/14
Textbook 9/22
Phone 2/24
Song 1/7
Blu-Ray 8/20
Song 3/14
Phone 11/22
Lamp 4/26
MovieRental 12/15
Blu-Ray 11/24
Lamp 4/4
Textbook 11/22
MovieRental 2/7
MovieRental 6/6
Textbook 4/5
Textbook 3/26
Shoes 7/7
Lamp 1/1
Song 4/24
Blu-Ray 10/26
Song 5/1
MovieRental 7/8
Song 5/3
Textbook 11/10
Song 8/9
Song 8/13
Shoes 8/6
Song 3/1
Blu-Ray 2/4
Shoes 9/15
Lamp 3/10
Shoes 9/21
Phone 12/8
Song 12/26
Phone 9/23
Shoes 11/1
Phone 3/1
Song 1/19
Phone 6/10
Song 2/20
MovieRental 2/20
MovieRental 6/22
Song 5/15
Blu-Ray 8/20
Blu-Ray 9/7
MovieRental 12/17
Textbook 2/14
Blu-Ray 6/18
Lamp 12/16
Phone 2/2
Phone 7/2
MovieRental 5/26
Shoes 7/23
MovieRental 11/26
Shoes 4/1
Lamp 9/19
Blu-Ray 6/9
Blu-Ray 4/7
Lamp 6/24
MovieRental 5/16
Song 10/10
Song 5/7
Blu-Ray 2/24
Textbook 2/6
Song 6/11
Blu-Ray 2/24
Lamp 7/11
Phone 3/21
Phone 4/4
Blu-Ray 6/22
Blu-Ray 3/16
Blu-Ray 10/13
Textbook 6/24
Phone 7/11
Phone 3/18
Shoes 6/14
MovieRental 5/6
Lamp 8/25
Song 9/12
Shoes 4/19
Blu-Ray 10/6
Shoes 12/19
Shoes 11/8
Shoes 5/11
MovieRental 9/15
Song 4/18
Song 5/13
Textbook 2/6
Song 5/5
Blu-Ray 5/6
Shoes 1/15
MovieRental 10/14
Lamp 12/5
Lamp 4/19
Lamp 3/3
Song 5/7
Blu-Ray 7/9
MovieRental 11/16
Textbook 5/5
Lamp 9/3
Phone 9/24
Shoes 1/9
Lamp 4/17
Shoes 8/20
Blu-Ray 10/9
Phone 6/9
Shoes 12/9
MovieRental 8/23
Shoes 9/20
Textbook 5/7
Lamp 11/4
Shoes 4/23
Phone 10/19
Lamp 3/2
Shoes 1/2
Lamp 4/19
Shoes 9/13
Shoes 9/9
Textbook 5/5
Song 11/7
Shoes 7/13
Shoes 6/15
Lamp 4/13
Shoes 5/6
Shoes 4/25
MovieRental 7/8
Phone 2/7
Phone 3/18
Lamp 8/26
MovieRental 7/17
Shoes 1/11
Song 9/20
Song 3/8
Phone 11/9
Phone 2/2
Blu-Ray 3/18
Phone 7/9
Shoes 3/24
Lamp 8/15
Phone 4/12
Shoes 4/23
Song 4/10
MovieRental 1/11
Blu-Ray 3/18
MovieRental 11/7
Textbook 3/12
Blu-Ray 4/1
Blu-Ray 4/1
Song 9/10
Song 3/10
Blu-Ray 4/17
Phone 11/26
Lamp 11/5
Blu-Ray 7/14
Phone 7/2
Shoes 12/15
Phone 10/13
Phone 1/9
Shoes 2/22
Blu-Ray 7/8
MovieRental 1/22
Song 7/21
Lamp 5/1
MovieRental 3/1
Blu-Ray 11/21
Song 12/10
Phone 5/22
Song 7/3
Blu-Ray 4/8
Textbook 3/2
Shoes 6/3
Song 5/8
Song 4/15
Phone 9/3
Textbook 11/17
Phone 7/4
Phone 6/10
Lamp 5/9
Textbook 4/18
Song 11/6
Lamp 7/11
Song 6/24
MovieRental 2/4
MovieRental 6/18
Song 11/6
Textbook 4/24
Song 6/7
Song 2/11
Shoes 10/18
Lamp 3/3
MovieRental 8/21
Blu-Ray 10/2
Lamp 9/8
Song 5/3
Song 1/14
Textbook 7/16
Shoes 8/24
Shoes 8/2
MovieRental 4/17
Song 5/3
MovieRental 10/19
Textbook 1/18
Lamp 2/10
Blu-Ray 6/15
Phone 4/19
Song 11/2
Phone 12/18
Phone 8/3
Textbook 2/7
MovieRental 7/16
Lamp 5/15
Shoes 2/22
Phone 5/19
Song 1/12
Phone 10/4
Shoes 5/22
MovieRental 4/4
MovieRental 5/19
Shoes 10/23
Shoes 2/20
Textbook 1/19
Song 9/12
Shoes 4/12
Phone 11/12
Textbook 8/2
Song 3/14
Shoes 11/9
Blu-Ray 9/9
Song 1/23
Shoes 6/2
MovieRental 5/7
Phone 8/15
Blu-Ray 8/22
Phone 8/2
Lamp 8/6
Shoes 1/26
Shoes 3/15
MovieRental 11/3
MovieRental 2/18
Textbook 4/11
MovieRental 4/18
Shoes 3/9
Shoes 12/3
Song 5/25
Lamp 6/11
Shoes 5/11
Blu-Ray 5/7
Textbook 12/13
Textbook 9/24
Blu-Ray 10/5
Shoes 2/13
Textbook 10/11
Blu-Ray 1/17
Phone 6/11
Shoes 2/13
Song 11/26
MovieRental 11/12
Textbook 12/2
Phone 9/18
MovieRental 12/8
Song 12/17
MovieRental 6/8
Textbook 6/18
Phone 4/14
Lamp 4/23
Shoes 2/9
MovieRental 8/6
MovieRental 8/25
Lamp 3/4
Song 5/1
Lamp 11/1
Textbook 2/1
Song 7/3
Song 4/6
MovieRental 8/9
Textbook 12/4
Song 5/23
Shoes 9/4
Textbook 11/5
Phone 5/5
Phone 10/9
Shoes 8/15
Phone 10/17
Textbook 4/8
MovieRental 7/12
Blu-Ray 7/14
Song 6/11
Phone 9/5
Song 6/24
Textbook 8/18
Lamp 6/6
Textbook 6/8
Shoes 7/21
Shoes 10/23
Song 4/24
Song 2/6
MovieRental 6/4
Phone 7/4
MovieRental 7/9
Shoes 1/2
Textbook 3/7
Lamp 9/23
Phone 4/26
Textbook 7/3
Blu-Ray 4/9
Song 10/1
Song 1/10
Phone 3/14
Shoes 4/4
Phone 7/18
Phone 4/19
Phone 10/14
MovieRental 4/4
MovieRental 10/13
Shoes 10/22
MovieRental 9/1
Lamp 3/19
Song 8/20
Lamp 7/7
Song 5/22
Shoes 12/24
MovieRental 7/9
Textbook 2/18
MovieRental 9/14
Phone 8/23
Lamp 4/13
MovieRental 2/22
Phone 2/7
Song 7/3
Song 9/1
Lamp 4/8
Lamp 10/20
Shoes 7/25
Textbook 10/23
Phone 5/9
Shoes 1/18
Phone 11/16
Textbook 1/18
Phone 8/15
Shoes 10/15
Textbook 6/6
Song 1/6
Song 4/7
Shoes 7/19
Blu-Ray 3/24
Shoes 12/19
Phone 3/17
MovieRental 2/7
Lamp 2/11
Lamp 9/17
Lamp 10/10
Song 8/1
Lamp 10/1
Lamp 5/5
Blu-Ray 6/5
Phone 10/4
Textbook 10/24
Phone 4/7
Lamp 10/24
MovieRental 6/2
Textbook 2/12
MovieRental 9/17
Phone 8/7
Phone 8/7
Lamp 3/14
MovieRental 8/23
Blu-Ray 1/21
Phone 4/9
Lamp 7/23
Blu-Ray 2/9
Lamp 7/2
Textbook 5/21
Blu-Ray 6/1
Phone 7/15
Lamp 2/23
Shoes 3/14
Shoes 2/9
Song 10/19
Song 4/2
Shoes 5/9
Phone 10/19
Song 5/4
Blu-Ray 3/18
Shoes 5/13
Textbook 7/15
Shoes 11/10
Textbook 5/12
MovieRental 1/8
Phone 1/2
Textbook 8/25
Blu-Ray 2/16
Shoes 12/22
Shoes 8/9
Phone 4/1
Lamp 5/26
Lamp 11/6
MovieRental 2/11
Shoes 1/8
Shoes 9/6
Shoes 3/26
Phone 8/2
Blu-Ray 7/24
Lamp 9/23
MovieRental 11/21
Lamp 6/13
Song 6/26
Blu-Ray 7/14
MovieRental 2/10
Phone 6/22
Textbook 4/14
Blu-Ray 9/2
Shoes 7/15
Song 5/22
MovieRental 12/2
MovieRental 2/10
Shoes 4/5
Blu-Ray 4/12
Phone 3/15
Blu-Ray 11/15
Phone 2/13
Lamp 4/12
Textbook 2/26
Textbook 3/7
Phone 4/25
MovieRental 5/21
Lamp 9/19
Lamp 9/13
MovieRental 7/18
MovieRental 2/17
Blu-Ray 11/7
Song 2/26
Shoes 6/26
Lamp 7/17
Song 10/25
Lamp 11/15
Blu-Ray 6/19
Phone 1/2
Shoes 6/21
Song 7/4
Shoes 1/18
Song 6/1
Textbook 6/19
Shoes 3/14
Phone 7/23
MovieRental 1/14
Blu-Ray 12/4
Textbook 6/11
Shoes 6/11
MovieRental 8/8
Song 7/21
MovieRental 9/26
MovieRental 1/3
Lamp 1/26
Blu-Ray 6/9
Textbook 5/21
Lamp 5/26
Song 8/18
Lamp 4/1
MovieRental 3/2
Blu-Ray 8/4
Textbook 2/21
Lamp 7/3
Song 1/18
Song 9/15
Textbook 12/14
MovieRental 2/12
Song 7/25
Blu-Ray 12/9
Phone 11/3
Song 10/5
Shoes 6/5
Phone 3/12
MovieRental 3/8
Blu-Ray 9/26
Phone 9/13
Lamp 7/6
Song 8/8
Song 7/19
Blu-Ray 4/21
MovieRental 11/25
Phone 8/1
Song 2/26
Phone 2/22
Song 6/12
Phone 3/2
Phone 10/15
Lamp 11/1
Song 3/24
Blu-Ray 9/12
MovieRental 9/11
Phone 12/7
Phone 5/19
Phone 10/26
Song 8/8
Blu-Ray 1/18
Blu-Ray 2/3
Lamp 6/2
MovieRental 3/11
Blu-Ray 4/4
Textbook 11/14
Phone 12/22
Shoes 8/22
Phone 11/1
Textbook 5/11
MovieRental 8/17
Shoes 7/25
Phone 3/17
Textbook 6/8
MovieRental 12/14
MovieRental 5/22
Lamp 12/23
Textbook 5/18
Phone 7/24
Song 8/26
Phone 2/15
Phone 9/16
Shoes 2/15
Song 12/1
Blu-Ray 7/19
Lamp 11/3
Textbook 10/6
Lamp 12/13
Phone 11/12
Textbook 8/26
MovieRental 10/24
Shoes 11/17
Textbook 8/24
Shoes 6/26
Lamp 5/5
Textbook 1/15
Shoes 6/15
Lamp 1/1
Blu-Ray 8/4
Shoes 9/11
Phone 11/11
Blu-Ray 6/11
Blu-Ray 2/20
MovieRental 6/26
MovieRental 1/13
Shoes 3/14
Shoes 11/16
Phone 8/10
Blu-Ray 10/6
Shoes 3/5
Blu-Ray 6/13
Textbook 9/3
MovieRental 5/21
Blu-Ray 2/23
MovieRental 10/19
Blu-Ray 4/10
MovieRental 7/9
Lamp 12/23
Song 12/2
Song 6/9
Phone 8/2
Phone 4/5
Shoes 2/14
Phone 4/22
Phone 12/14
Lamp 3/8
Lamp 11/8
Textbook 12/22
Phone 5/20
Lamp 11/26
Shoes 2/2
MovieRental 4/20
Lamp 2/26
Lamp 10/17
Textbook 5/18
Blu-Ray 5/7
Blu-Ray 4/4
Song 4/17
Shoes 7/10
Textbook 10/6
Textbook 6/1
Textbook 2/2
Lamp 12/6
Lamp 2/6
Phone 12/20
MovieRental 8/23
Blu-Ray 11/19
Phone 4/21
MovieRental 4/19
Lamp 11/5
Lamp 5/6
Blu-Ray 5/15
Shoes 3/15
Blu-Ray 8/10
MovieRental 2/14
MovieRental 6/10
Lamp 7/21
Phone 12/23
Blu-Ray 1/1
Phone 5/5
Shoes 10/18
Blu-Ray 5/21
Textbook 12/6
Lamp 7/12
Shoes 8/26
Song 6/9
Lamp 4/17
Lamp 4/21
Textbook 7/24
MovieRental 3/22
Shoes 6/24
Blu-Ray 11/11
Textbook 11/22
Lamp 8/24
Shoes 6/17
Shoes 9/9
Song 10/17
Phone 5/22
Song 1/25
Shoes 2/25
MovieRental 9/5
MovieRental 11/26
Lamp 1/18
Shoes 11/6
MovieRental 9/3
MovieRental 5/23
Blu-Ray 6/14
Blu-Ray 6/13
MovieRental 1/17
Song 6/20
Lamp 1/24
Shoes 3/22
MovieRental 8/23
Shoes 7/8
Song 5/25
Textbook 7/15
MovieRental 5/3
Song 9/10
MovieRental 11/17
MovieRental 12/5
Lamp 2/23
Lamp 2/12
Lamp 6/7
Song 5/24
Shoes 10/23
Blu-Ray 5/11
Phone 4/4
Phone 12/1
Lamp 3/5
MovieRental 7/24
Lamp 8/21
Blu-Ray 2/17
Shoes 8/25
Shoes 4/6
Blu-Ray 11/10
Textbook 3/15
Textbook 1/17
Blu-Ray 8/10
Blu-Ray 3/24
Shoes 11/12
MovieRental 8/24
MovieRental 12/18
MovieRental 11/8
Song 1/2
MovieRental 12/2
Textbook 1/18
MovieRental 1/1
Blu-Ray 3/9
MovieRental 8/1
Lamp 3/11
Blu-Ray 3/14
Textbook 3/19
Textbook 6/20
Song 3/4
Textbook 1/13
Blu-Ray 6/22
Song 11/21
Phone 7/1
Phone 9/18
Song 10/20
Blu-Ray 3/19
MovieRental 4/17
Shoes 4/14
Lamp 5/21
Phone 11/7
Lamp 11/2
Shoes 12/12
Shoes 1/10
Shoes 3/4
Phone 11/1
MovieRental 7/14
Shoes 11/24
Textbook 10/19
Textbook 6/10
MovieRental 10/17
MovieRental 5/3
Blu-Ray 8/12
Phone 11/26
Lamp 1/14
Phone 12/7
Phone 6/20
Lamp 5/2
Blu-Ray 8/26
Lamp 7/6
Textbook 10/1
Lamp 7/8
MovieRental 6/11
Shoes 6/7
Lamp 2/24
Song 5/26
MovieRental 9/5
