ClientId: 1346
MovieRental 10/3
Lamp 8/12
MovieRental 6/2
Blu-Ray 3/20
Phone 9/11
Textbook 5/23
Shoes 2/24
Blu-Ray 10/26
Shoes 2/3
Blu-Ray 9/10
Textbook 4/6
Lamp 2/16
Shoes 11/20
MovieRental 8/16
Song 4/8
Phone 8/9
Textbook 5/6
Phone 10/15
Song 10/17
Shoes 1/15
Song 3/4
Blu-Ray 2/1
Phone 3/10
Lamp 3/20
Textbook 5/8
Shoes 11/21
Phone 2/11
Shoes 4/24
Song 9/26
Lamp 3/3
Song 11/17
Textbook 3/24
MovieRental 12/21
Shoes 1/26
Blu-Ray 12/4
Lamp 9/5
Textbook 9/2
Shoes 11/20
Blu-Ray 10/21
Blu-Ray 6/5
MovieRental 2/9
Song 2/22
Lamp 4/11
Song 2/9
Song 4/25
Song 11/18
Lamp 11/7
Song 11/4
Blu-Ray 4/25
MovieRental 10/16
Lamp 2/19
Textbook 3/25
MovieRental 9/8
Lamp 5/16
Song 12/15
MovieRental 2/8
Lamp 1/25
MovieRental 11/4
Phone 3/26
Shoes 11/15
Textbook 8/23
MovieRental 11/18
MovieRental 2/2
Lamp 9/20
MovieRental 4/19
Shoes 12/8
Lamp 4/19
MovieRental 10/8
Textbook 3/8
MovieRental 3/25
Song 8/19
Phone 7/3
Song 12/4
Song 12/26
Song 3/9
Shoes 3/26
Phone 12/21
Phone 10/20
Blu-Ray 4/23
Blu-Ray 6/2
Shoes 9/22
Song 11/18
Song 12/19
Lamp 2/15
MovieRental 1/15
Shoes 12/17
Song 10/22
Lamp 9/14
Shoes 1/24
Song 9/15
MovieRental 7/4
Shoes 5/15
Textbook 1/8
Textbook 5/8
Blu-Ray 7/10
Textbook 6/6
Lamp 8/26
Shoes 9/13
Lamp 12/25
Phone 2/18
Lamp 9/15
Shoes 8/8
Shoes 12/12
Lamp 11/22
Shoes 1/19
Textbook 10/22
Textbook 2/7
Shoes 5/19
MovieRental 12/18
Textbook 10/8
MovieRental 10/11
Phone 11/19
Phone 7/7
MovieRental 7/24
Song 1/18
Textbook 5/20
Shoes 4/13
Lamp 6/23
Song 4/5
Phone 1/5
Shoes 1/6
Song 7/10
Blu-Ray 5/6
Phone 7/15
Song 12/25
Textbook 1/17
Textbook 12/23
Phone 5/2
MovieRental 11/3
Shoes 12/15
Shoes 9/12
Lamp 12/13
Lamp 12/15
Blu-Ray 2/20
Lamp 7/22
Song 5/14
Lamp 8/21
Blu-Ray 2/12
Lamp 6/24
Shoes 9/3
MovieRental 4/15
Blu-Ray 6/6
Phone 1/15
MovieRental 9/21
MovieRental 11/5
Textbook 7/26
Phone 5/1
MovieRental 5/5
Textbook 10/4
Shoes 7/23
Blu-Ray 3/4
Lamp 12/25
Shoes 6/14
Lamp 11/10
Shoes 1/5
Song 8/10
Shoes 12/5
Shoes 3/8
Blu-Ray 1/18
Song 12/22
Lamp 10/26
Phone 5/16
MovieRental 3/9
MovieRental 5/14
Lamp 8/2
Textbook 1/20
Phone 4/6
Textbook 9/19
Song 9/15
Shoes 7/11
Phone 9/22
Song 11/11
Phone 8/16
Phone 6/21
MovieRental 6/19
MovieRental 4/8
Shoes 3/19
Textbook 3/5
Shoes 9/23
Phone 2/25
Textbook 10/21
Blu-Ray 12/19
MovieRental 6/2
Lamp 12/12
Blu-Ray 3/20
MovieRental 11/3
MovieRental 3/18
Lamp 9/15
Phone 6/2
Phone 4/23
Blu-Ray 9/5
Lamp 11/16
Lamp 12/14
Textbook 3/1
Shoes 7/12
Lamp 12/1
Shoes 4/7
Blu-Ray 6/15
Lamp 8/8
MovieRental 11/1
Lamp 8/12
MovieRental 4/11
Textbook 8/16
Shoes 11/4
Phone 8/11
MovieRental 11/6
Textbook 5/17
Textbook 12/22
MovieRental 5/5
Textbook 3/23
Lamp 3/13
Blu-Ray 3/13
Lamp 2/4
Song 8/11
Phone 2/21
Phone 12/12
Lamp 12/12
Shoes 5/21
Blu-Ray 11/26
Textbook 10/25
Shoes 10/14
MovieRental 8/15
Lamp 1/6
Song 12/12
Shoes 5/16
Phone 8/18
Blu-Ray 7/10
Textbook 6/17
Blu-Ray 9/14
Textbook 5/15
Phone 3/8
Phone 4/16
Textbook 6/16
Blu-Ray 2/3
Phone 12/9
Textbook 8/24
Textbook 11/26
Textbook 4/25
Shoes 9/23
Blu-Ray 1/15
Shoes 4/10
Blu-Ray 7/16
Blu-Ray 4/15
Lamp 1/15
Textbook 12/21
MovieRental 4/19
Shoes 2/23
Phone 8/15
Shoes 5/16
Phone 3/10
Song 1/9
Textbook 7/25
Shoes 12/8
Lamp 6/17
Lamp 12/4
Lamp 8/8
Lamp 5/18
Blu-Ray 10/26
Lamp 4/6
Lamp 7/3
Lamp 11/1
Phone 1/24
Shoes 12/12
Textbook 7/4
Song 6/10
Phone 10/23
MovieRental 7/12
Lamp 7/18
Textbook 6/26
Phone 5/13
Phone 2/4
Textbook 12/4
Textbook 9/17
Textbook 11/17
Song 9/10
Blu-Ray 12/20
Blu-Ray 9/21
Blu-Ray 3/23
Blu-Ray 11/22
Textbook 12/11
Blu-Ray 7/17
Lamp 7/5
Lamp 9/10
Phone 7/11
Phone 7/2
Song 10/1
Song 3/21
Shoes 4/4
Shoes 9/17
Shoes 10/19
Blu-Ray 11/4
Phone 11/4
Textbook 6/3
Textbook 10/13
MovieRental 12/14
Textbook 3/17
Song 8/17
Shoes 6/11
Blu-Ray 7/18
Song 3/6
Song 9/13
MovieRental 7/23
Textbook 9/7
MovieRental 4/24
MovieRental 2/6
Phone 3/19
Textbook 8/25
Song 3/16
Blu-Ray 5/8
Phone 1/11
Phone 12/10
Shoes 4/14
Textbook 5/23
Textbook 6/23
Shoes 3/22
MovieRental 11/17
Phone 9/4
Lamp 1/25
MovieRental 10/1
Shoes 7/21
Shoes 11/14
Lamp 5/19
Shoes 2/7
Lamp 1/13
Phone 10/6
Song 5/11
MovieRental 2/11
Phone 6/5
Phone 1/23
Lamp 7/4
Phone 2/7
Song 5/15
Textbook 4/19
MovieRental 6/7
Phone 6/24
Textbook 4/25
Phone 1/8
Textbook 7/14
Phone 6/3
Song 7/16
