ClientId: 1020
Phone 5/13
Song 1/20
Textbook 12/23
Phone 8/26
Textbook 7/26
Shoes 2/24
Textbook 7/9
Lamp 4/19
Song 4/22
Textbook 5/25
Blu-Ray 9/15
Shoes 5/13
Blu-Ray 2/26
Phone 3/23
Textbook 12/21
Lamp 11/5
Song 3/16
MovieRental 6/18
Song 9/18
Shoes 5/9
Phone 7/8
Lamp 10/5
Shoes 8/24
Shoes 4/1
Song 2/11
Blu-Ray 9/5
Lamp 11/21
Blu-Ray 4/7
Textbook 1/19
Textbook 12/1
Shoes 10/16
Shoes 8/5
Song 11/15
Phone 9/16
Phone 4/22
Blu-Ray 2/5
Blu-Ray 12/25
Blu-Ray 6/19
Textbook 8/20
Textbook 1/11
Blu-Ray 11/9
Song 1/3
Song 4/1
MovieRental 7/24
Blu-Ray 5/7
Phone 5/5
MovieRental 12/19
Phone 6/13
Song 9/5
Shoes 12/17
Textbook 8/10
Shoes 3/9
Lamp 4/6
Phone 12/13
Song 7/26
Shoes 10/11
Song 5/12
Blu-Ray 6/7
Phone 3/7
Textbook 9/22
Song 2/15
Phone 12/10
Shoes 5/11
Textbook 8/8
Shoes 2/1
Shoes 3/11
Phone 2/24
Song 2/17
Lamp 4/19
MovieRental 9/23
Phone 8/19
Textbook 7/13
Lamp 5/20
Song 6/1
Textbook 8/17
MovieRental 10/7
Phone 2/2
Shoes 9/6
Song 9/25
Phone 9/24
Song 9/7
Lamp 10/9
Phone 6/9
Phone 12/16
Lamp 5/26
Lamp 10/5
Song 10/23
Textbook 3/7
MovieRental 2/9
Song 3/23
Phone 8/16
Lamp 5/24
Lamp 10/15
Blu-Ray 7/17
Lamp 11/21
Lamp 6/2
Song 10/26
Lamp 4/24
Phone 12/23
MovieRental 11/8
MovieRental 10/8
Blu-Ray 2/21
Shoes 6/21
Phone 2/14
Song 11/18
Textbook 1/16
Lamp 7/24
Lamp 1/5
Phone 12/19
Song 6/12
Shoes 3/8
Song 4/18
Phone 12/5
Textbook 5/15
Phone 3/18
Phone 8/12
Textbook 3/3
Textbook 1/22
Textbook 5/13
Song 2/24
Textbook 8/17
Song 8/16
Shoes 4/10
Phone 10/16
MovieRental 2/2
Shoes 5/12
Song 12/22
MovieRental 9/26
Blu-Ray 7/24
Blu-Ray 12/18
Lamp 2/5
Shoes 6/15
Blu-Ray 6/21
Blu-Ray 5/9
MovieRental 10/9
MovieRental 9/12
MovieRental 6/25
MovieRental 10/21
Lamp 9/14
Textbook 4/24
Shoes 4/24
Shoes 12/7
Textbook 7/5
Phone 4/23
Phone 6/26
MovieRental 1/16
Shoes 11/21
Phone 12/26
Shoes 9/13
Textbook 12/4
Blu-Ray 9/23
Textbook 1/4
Textbook 1/14
Textbook 4/6
MovieRental 9/7
MovieRental 10/18
Textbook 1/5
Phone 10/23
Blu-Ray 9/24
Lamp 3/10
Blu-Ray 2/18
Lamp 7/3
Shoes 6/21
Blu-Ray 6/10
Lamp 5/10
Textbook 7/24
Phone 12/9
Textbook 9/5
MovieRental 12/14
MovieRental 9/1
Textbook 12/1
Song 8/20
Song 6/7
Phone 3/17
Phone 8/8
Shoes 11/21
Shoes 12/19
Song 9/15
Lamp 5/16
Shoes 3/9
Song 8/9
MovieRental 2/23
Lamp 9/4
Phone 2/17
Shoes 12/3
Song 12/13
Textbook 8/13
Phone 1/21
MovieRental 8/15
Song 10/4
Shoes 1/21
Lamp 10/14
Textbook 1/19
Shoes 12/13
MovieRental 2/9
Song 7/18
Lamp 3/19
Textbook 10/6
Textbook 5/18
Phone 11/5
Blu-Ray 11/6
Phone 9/2
Textbook 6/1
Blu-Ray 8/7
Song 1/26
Textbook 3/4
Textbook 6/18
Shoes 2/10
Shoes 4/10
Song 2/22
Blu-Ray 10/21
Shoes 10/17
Blu-Ray 11/4
Lamp 9/3
Song 10/12
Textbook 7/18
MovieRental 1/20
Song 11/18
Lamp 1/16
Song 6/12
Shoes 6/5
Song 6/11
Song 4/1
Song 8/8
Textbook 9/8
Blu-Ray 12/19
Lamp 7/19
MovieRental 10/16
Blu-Ray 3/12
Song 8/15
Phone 12/17
Textbook 1/5
Phone 1/16
Blu-Ray 11/1
Song 8/1
Phone 5/11
Textbook 6/10
Song 1/18
Shoes 9/14
Lamp 8/16
MovieRental 3/2
Textbook 12/20
Lamp 2/24
Blu-Ray 12/18
Lamp 11/23
Blu-Ray 1/2
Lamp 6/6
MovieRental 6/10
Blu-Ray 12/6
Phone 7/18
Textbook 3/21
Song 9/21
Blu-Ray 8/19
Textbook 4/10
Lamp 11/21
MovieRental 3/17
Shoes 7/8
Shoes 6/6
MovieRental 5/14
Lamp 2/15
Textbook 9/3
Phone 12/11
Lamp 5/19
Lamp 8/22
MovieRental 12/23
Shoes 2/18
Blu-Ray 6/10
Shoes 10/24
Textbook 12/15
Lamp 8/22
MovieRental 10/19
Song 11/1
Blu-Ray 2/2
Shoes 10/7
Song 9/18
Lamp 9/5
Phone 3/24
Shoes 4/8
MovieRental 7/7
Song 8/19
Song 5/13
Textbook 1/2
Phone 12/11
Blu-Ray 11/8
Blu-Ray 2/18
Blu-Ray 2/22
MovieRental 1/7
Lamp 8/8
Textbook 9/21
Shoes 3/17
Phone 12/22
Song 12/16
Shoes 6/26
Song 5/20
Song 9/4
Shoes 4/24
Shoes 2/7
MovieRental 8/24
MovieRental 4/15
Song 7/23
Phone 11/7
Textbook 7/25
MovieRental 12/21
Blu-Ray 2/9
Song 7/23
Blu-Ray 5/12
Textbook 6/14
Song 2/5
Song 4/24
Phone 7/15
Lamp 8/10
Shoes 1/23
Lamp 12/15
MovieRental 12/25
Textbook 10/12
Lamp 7/2
Textbook 6/14
Shoes 7/11
Song 6/7
Phone 7/5
Lamp 9/26
Blu-Ray 11/7
Lamp 11/26
Lamp 11/11
Song 10/14
Textbook 10/13
Textbook 3/21
Lamp 1/19
MovieRental 9/15
Lamp 6/25
Shoes 10/22
Lamp 1/21
MovieRental 4/22
MovieRental 8/21
Lamp 3/18
Song 8/26
Lamp 7/20
MovieRental 1/15
Phone 7/26
Blu-Ray 6/12
Song 2/23
Blu-Ray 3/20
Song 10/12
Shoes 9/18
Shoes 5/3
Lamp 2/5
Phone 9/21
MovieRental 9/4
Textbook 3/25
Lamp 3/22
Song 2/14
Blu-Ray 12/6
Shoes 1/16
Textbook 1/22
Blu-Ray 7/14
Lamp 12/16
Song 12/13
Textbook 4/6
Phone 3/3
Shoes 3/14
Blu-Ray 7/16
Phone 11/16
Lamp 11/25
MovieRental 7/4
Lamp 11/26
Phone 11/19
MovieRental 8/24
Song 11/11
Blu-Ray 7/25
Song 9/11
Textbook 6/25
Shoes 2/19
Blu-Ray 12/24
Textbook 7/7
MovieRental 8/13
Lamp 12/15
Shoes 8/21
Song 12/6
Lamp 11/19
Textbook 2/5
Textbook 7/9
Song 10/25
Song 10/17
Textbook 11/24
Shoes 3/4
Phone 2/26
MovieRental 4/18
Textbook 10/1
MovieRental 9/19
Lamp 12/24
Lamp 5/14
Lamp 2/20
Phone 2/13
Blu-Ray 9/4
Textbook 12/18
Textbook 2/22
Shoes 7/3
Phone 2/11
MovieRental 10/12
Textbook 1/16
Phone 2/11
Phone 2/17
Blu-Ray 4/2
Lamp 5/13
Textbook 2/2
MovieRental 3/11
Phone 2/15
Shoes 9/5
Textbook 10/8
Song 1/19
Lamp 3/23
Blu-Ray 1/13
Shoes 10/7
Song 9/13
Phone 1/8
Lamp 8/10
Blu-Ray 9/19
MovieRental 6/6
Textbook 10/10
Shoes 5/17
Shoes 12/25
Blu-Ray 7/19
Textbook 6/15
Blu-Ray 5/26
Phone 1/23
MovieRental 9/24
Blu-Ray 9/11
Shoes 5/23
MovieRental 9/7
Phone 6/17
Lamp 5/16
Lamp 3/16
Textbook 3/11
Blu-Ray 7/8
Blu-Ray 8/12
MovieRental 8/10
Blu-Ray 9/5
Shoes 3/8
Lamp 4/9
Lamp 10/16
Textbook 9/16
Phone 6/14
Blu-Ray 8/25
Song 11/8
Lamp 9/19
Textbook 6/4
MovieRental 11/10
Song 7/26
Song 9/3
Song 1/23
Blu-Ray 4/2
MovieRental 1/18
Lamp 6/26
MovieRental 11/15
Phone 9/15
Phone 2/3
Shoes 11/2
MovieRental 2/12
Textbook 1/9
Song 12/1
Blu-Ray 12/9
Shoes 8/5
MovieRental 5/14
Phone 6/25
Song 4/26
Shoes 6/8
Shoes 8/1
Blu-Ray 6/23
Song 5/24
MovieRental 7/22
Blu-Ray 11/8
Lamp 9/14
Blu-Ray 2/13
Song 7/11
Blu-Ray 7/3
Shoes 7/7
MovieRental 12/11
Textbook 7/3
Lamp 5/2
Blu-Ray 11/6
Song 1/13
Phone 10/12
Phone 12/5
Textbook 8/7
Lamp 10/20
Blu-Ray 10/19
Lamp 2/10
Lamp 8/14
Phone 10/21
MovieRental 9/20
MovieRental 2/11
Phone 4/16
Song 5/19
MovieRental 3/18
Phone 3/25
MovieRental 12/7
Song 11/3
Blu-Ray 12/21
Lamp 6/17
Shoes 3/24
MovieRental 5/16
Song 12/12
Textbook 5/23
Shoes 12/11
Lamp 5/18
MovieRental 8/9
Phone 4/7
Blu-Ray 10/5
Phone 10/11
Shoes 11/17
Textbook 6/17
Textbook 10/20
Phone 11/26
Textbook 1/3
Shoes 4/21
Textbook 11/17
Lamp 5/26
MovieRental 7/23
Textbook 10/11
MovieRental 6/17
Shoes 9/11
MovieRental 6/11
Blu-Ray 6/1
MovieRental 12/1
Phone 8/11
Lamp 3/24
Lamp 10/18
Lamp 10/23
Blu-Ray 6/22
Textbook 8/7
Song 11/6
Shoes 12/5
Blu-Ray 5/7
Song 8/24
Shoes 5/22
MovieRental 5/16
Textbook 3/17
Lamp 8/16
Textbook 2/24
Blu-Ray 7/4
Textbook 8/11
Shoes 10/20
Textbook 2/5
Blu-Ray 10/5
Shoes 6/1
Song 12/7
Textbook 1/3
Shoes 12/8
Phone 3/16
Textbook 6/4
MovieRental 12/9
MovieRental 5/5
Lamp 12/23
Textbook 4/12
Shoes 10/25
MovieRental 1/22
Phone 12/14
Shoes 4/24
Song 10/21
Song 8/25
Blu-Ray 4/22
Song 8/12
Song 7/11
Textbook 12/8
MovieRental 6/25
Shoes 5/7
Textbook 12/16
Song 5/14
Song 6/9
MovieRental 8/25
Phone 2/22
Blu-Ray 6/4
MovieRental 1/20
Blu-Ray 4/8
Song 1/11
Lamp 1/10
Textbook 9/1
Phone 1/9
Song 6/5
Blu-Ray 10/4
Textbook 6/3
Shoes 4/1
Blu-Ray 12/22
Textbook 5/18
MovieRental 7/14
Song 12/17
Textbook 1/5
Lamp 10/4
Textbook 9/23
MovieRental 10/10
Shoes 8/1
Textbook 5/4
Lamp 12/25
Textbook 5/21
Shoes 9/12
MovieRental 11/3
Song 4/10
Blu-Ray 2/18
Lamp 8/12
Phone 9/3
Phone 11/4
Lamp 7/20
Textbook 1/5
Phone 12/13
Phone 2/1
Phone 1/25
Shoes 12/22
MovieRental 5/7
Textbook 2/3
Lamp 4/8
Phone 9/11
Phone 6/6
Blu-Ray 1/7
Shoes 11/2
Shoes 10/25
Shoes 11/6
Blu-Ray 9/22
Song 2/2
MovieRental 9/19
Song 7/14
Blu-Ray 8/26
MovieRental 9/26
Shoes 11/1
Textbook 3/4
Textbook 12/9
Song 3/21
Phone 6/7
Shoes 2/24
Lamp 6/14
Song 11/23
Blu-Ray 12/26
Song 11/4
Shoes 3/25
Shoes 2/15
Blu-Ray 4/4
Textbook 12/11
MovieRental 10/18
MovieRental 10/25
MovieRental 6/6
Textbook 11/8
MovieRental 4/3
Blu-Ray 3/8
Textbook 4/22
Phone 7/15
Blu-Ray 6/15
Song 5/24
Song 7/11
Song 5/3
Blu-Ray 12/10
Blu-Ray 6/24
Phone 8/18
Shoes 5/10
Shoes 8/10
Song 6/12
Phone 7/26
Phone 9/5
Song 3/4
Shoes 5/7
Shoes 3/19
Shoes 4/2
Song 9/14
Shoes 12/20
Lamp 4/7
Textbook 8/19
Phone 4/13
Lamp 5/19
MovieRental 10/17
Phone 10/8
Song 5/24
Song 5/8
Song 7/4
Phone 7/2
MovieRental 7/6
MovieRental 4/8
MovieRental 12/4
MovieRental 6/3
Blu-Ray 5/24
Shoes 9/24
Blu-Ray 6/24
Lamp 3/12
Phone 7/25
Shoes 3/10
Song 11/26
MovieRental 11/1
Textbook 10/15
Song 12/19
Song 8/25
Song 2/14
Shoes 5/14
MovieRental 12/16
Phone 1/4
Textbook 2/10
Blu-Ray 4/12
Phone 2/13
Blu-Ray 5/16
Song 4/10
MovieRental 11/2
Shoes 3/2
Blu-Ray 10/18
Phone 11/25
Textbook 5/16
Phone 12/4
Phone 12/5
MovieRental 1/8
MovieRental 2/21
MovieRental 11/16
Lamp 1/25
Song 2/1
Lamp 7/2
Lamp 7/16
Phone 7/25
Phone 3/18
Blu-Ray 10/8
Song 9/25
Lamp 10/21
Song 10/25
Song 10/6
MovieRental 3/5
Lamp 7/16
Shoes 8/26
Song 5/18
Textbook 3/19
Lamp 7/10
Lamp 3/16
MovieRental 12/8
MovieRental 11/18
Song 10/24
Textbook 10/20
Phone 5/7
Textbook 9/10
Blu-Ray 3/24
Phone 7/3
Phone 8/14
MovieRental 10/2
Textbook 11/8
Shoes 5/12
Phone 7/15
Shoes 6/7
MovieRental 2/5
Lamp 11/16
MovieRental 4/23
Lamp 3/10
Blu-Ray 2/21
MovieRental 8/19
Phone 9/12
Shoes 6/17
Textbook 9/2
Textbook 9/26
Blu-Ray 3/1
Song 3/13
Phone 11/14
Song 1/5
MovieRental 1/10
Shoes 11/2
Song 12/12
Shoes 8/4
Blu-Ray 12/16
Lamp 1/3
Textbook 7/23
Phone 8/25
Blu-Ray 8/15
Blu-Ray 3/22
Lamp 2/23
Blu-Ray 8/12
Blu-Ray 6/23
Lamp 3/25
Song 6/19
Shoes 3/16
Song 9/17
Song 3/20
Blu-Ray 1/23
Shoes 2/4
Phone 11/15
MovieRental 1/16
MovieRental 4/4
MovieRental 2/17
Shoes 4/4
Song 8/19
Lamp 3/23
MovieRental 8/24
Phone 6/19
Lamp 4/21
Lamp 12/13
Textbook 6/7
Textbook 12/19
Lamp 8/10
MovieRental 3/4
Lamp 8/4
Blu-Ray 9/1
Shoes 3/20
Phone 4/6
Blu-Ray 1/10
Lamp 2/13
MovieRental 12/17
Shoes 11/21
Shoes 5/22
Blu-Ray 4/2
Lamp 4/1
Textbook 5/2
Lamp 3/6
Blu-Ray 4/15
Blu-Ray 2/12
Blu-Ray 8/15
Textbook 6/9
MovieRental 5/14
Phone 1/16
Lamp 8/15
Blu-Ray 4/13
Song 3/9
Lamp 3/25
Lamp 5/14
Song 8/11
Textbook 6/7
Shoes 6/21
MovieRental 7/4
MovieRental 3/11
Shoes 6/12
Phone 5/21
Textbook 5/18
Song 11/6
Lamp 7/15
Phone 5/3
Phone 6/2
Lamp 8/8
Lamp 1/18
Lamp 5/17
MovieRental 1/3
Blu-Ray 7/18
Phone 5/11
Song 3/23
Shoes 11/22
Shoes 4/5
Shoes 4/12
Song 9/24
Textbook 8/25
Lamp 11/24
Phone 5/13
Textbook 4/7
Blu-Ray 7/7
Phone 12/6
Phone 10/11
Shoes 9/4
Textbook 11/20
Song 9/19
Shoes 7/9
Phone 2/5
Song 2/6
Lamp 12/13
Lamp 3/15
Shoes 8/1
Phone 10/25
Lamp 10/16
MovieRental 5/9
Blu-Ray 3/20
MovieRental 12/13
MovieRental 3/2
Lamp 11/9
Song 10/16
Blu-Ray 6/15
Phone 4/5
Song 2/4
Textbook 9/17
Textbook 3/24
Blu-Ray 8/2
Blu-Ray 1/1
Song 2/16
Song 12/26
Lamp 10/18
Song 4/12
MovieRental 9/8
Phone 11/21
Textbook 8/22
Shoes 9/1
Shoes 12/24
Phone 9/18
Lamp 9/19
Lamp 7/15
Lamp 10/8
Song 3/25
Lamp 9/2
Song 11/17
Blu-Ray 2/1
Blu-Ray 9/23
MovieRental 12/1
Textbook 3/26
Phone 5/17
MovieRental 10/7
Phone 4/3
Blu-Ray 3/8
Lamp 2/23
MovieRental 8/3
Blu-Ray 12/14
Phone 3/1
Textbook 11/24
Song 12/7
Lamp 5/13
Blu-Ray 11/25
Lamp 1/5
Phone 6/2
Lamp 7/19
Song 9/23
Textbook 8/3
MovieRental 10/20
Shoes 1/5
Blu-Ray 5/16
Song 8/20
Shoes 7/1
MovieRental 2/22
Blu-Ray 3/4
Shoes 12/6
Blu-Ray 10/24
Shoes 2/11
Textbook 6/4
Shoes 2/21
Lamp 12/2
MovieRental 10/10
Lamp 6/23
Song 8/22
Textbook 5/7
Phone 8/14
Phone 12/4
Blu-Ray 6/6
Phone 4/13
Shoes 5/19
Lamp 3/26
Blu-Ray 12/12
MovieRental 7/10
Blu-Ray 12/24
MovieRental 10/15
Blu-Ray 3/19
Blu-Ray 4/17
Textbook 9/6
Song 5/24
Blu-Ray 5/13
MovieRental 3/4
Phone 3/14
Shoes 12/18
Song 11/23
Song 4/21
MovieRental 4/23
Blu-Ray 6/24
Phone 3/4
Song 1/16
MovieRental 3/9
Phone 4/20
Phone 10/5
Shoes 5/10
Phone 3/5
Phone 10/21
Song 2/22
Lamp 4/13
Textbook 3/4
Textbook 4/10
Textbook 10/13
Lamp 1/18
Phone 10/10
Textbook 10/4
MovieRental 8/20
Textbook 6/17
Blu-Ray 10/11
Song 10/23
Lamp 12/9
Phone 11/18
MovieRental 12/10
Shoes 3/6
Textbook 4/17
MovieRental 11/13
Shoes 3/21
Blu-Ray 7/14
Blu-Ray 10/16
Phone 9/25
Textbook 2/22
MovieRental 9/16
Lamp 3/19
Shoes 6/12
Blu-Ray 12/19
Phone 9/20
MovieRental 10/8
Phone 5/16
MovieRental 11/18
Shoes 2/2
Song 1/3
Shoes 11/3
Textbook 5/2
Shoes 10/21
Textbook 9/13
Lamp 5/15
Blu-Ray 4/24
MovieRental 9/13
Phone 11/18
MovieRental 4/3
Song 9/21
Lamp 7/22
MovieRental 8/18
Song 7/7
Shoes 8/9
MovieRental 8/21
Blu-Ray 5/21
Song 5/10
Shoes 11/18
Phone 6/1
Song 8/14
Shoes 6/7
Textbook 4/17
Lamp 11/6
Phone 12/5
MovieRental 12/2
Textbook 12/6
Shoes 9/23
Blu-Ray 12/25
Shoes 3/2
MovieRental 3/21
MovieRental 10/15
MovieRental 12/12
Song 10/3
Textbook 2/13
Song 5/4
Textbook 4/12
Blu-Ray 6/15
Song 9/22
Lamp 12/13
Blu-Ray 10/16
Song 1/17
Phone 6/3
Blu-Ray 5/6
Song 2/19
Song 7/16
Textbook 6/7
MovieRental 11/23
Phone 9/10
Blu-Ray 1/6
Lamp 3/8
MovieRental 1/26
Lamp 7/24
Shoes 3/6
MovieRental 11/2
MovieRental 2/22
Blu-Ray 11/14
Lamp 8/3
Lamp 1/1
MovieRental 8/17
Textbook 2/1
Phone 9/20
Textbook 10/10
Phone 7/14
Shoes 11/25
Lamp 2/11
Textbook 6/17
Phone 3/15
Lamp 6/21
MovieRental 9/4
Shoes 1/22
Blu-Ray 2/8
Blu-Ray 11/6
Textbook 6/17
Song 1/21
Shoes 4/21
Shoes 7/18
Phone 9/8
MovieRental 2/3
Phone 5/6
MovieRental 2/10
MovieRental 7/22
Lamp 1/4
Phone 5/4
Blu-Ray 8/21
Shoes 7/18
MovieRental 10/26
MovieRental 2/14
Blu-Ray 6/20
Textbook 9/16
Blu-Ray 5/3
Lamp 11/13
Blu-Ray 5/3
Blu-Ray 5/21
MovieRental 1/3
Shoes 9/19
Phone 10/19
Song 6/15
Song 9/15
Textbook 7/23
Blu-Ray 9/2
Lamp 10/19
Lamp 11/11
Song 8/3
Phone 8/2
Blu-Ray 6/2
Blu-Ray 10/24
MovieRental 5/11
Shoes 10/22
Lamp 7/3
Song 2/18
Shoes 1/20
Song 10/15
Textbook 11/21
Shoes 12/4
Lamp 8/6
Song 3/12
Textbook 7/5
Blu-Ray 10/14
MovieRental 4/17
Song 7/23
Shoes 7/5
Shoes 6/3
Lamp 4/14
Shoes 8/10
Shoes 4/19
Shoes 11/3
Song 3/22
Song 6/2
Phone 6/9
Phone 6/16
Phone 5/21
Shoes 2/6
Lamp 9/3
MovieRental 3/15
Blu-Ray 9/8
Song 4/16
Lamp 9/3
Song 4/24
MovieRental 2/10
Textbook 1/4
Shoes 10/17
Song 1/6
Shoes 4/24
Textbook 12/5
Lamp 2/3
Shoes 12/16
Lamp 11/9
Shoes 3/14
MovieRental 7/18
Song 6/15
Textbook 3/6
MovieRental 9/21
Song 2/9
Textbook 2/19
Blu-Ray 12/15
Textbook 4/15
Shoes 6/18
Blu-Ray 4/6
Blu-Ray 2/14
MovieRental 9/12
Lamp 6/17
Song 7/25
Phone 5/2
Textbook 12/1
Textbook 9/8
Textbook 9/4
Song 9/24
Shoes 3/20
MovieRental 11/8
Phone 1/15
MovieRental 8/5
Blu-Ray 9/5
Blu-Ray 6/18
Shoes 12/21
Shoes 6/1
Phone 8/1
Lamp 4/10
Blu-Ray 12/13
Phone 7/3
MovieRental 5/21
MovieRental 11/11
Textbook 6/2
Lamp 12/21
Shoes 8/20
Lamp 11/19
Lamp 2/4
Blu-Ray 11/3
MovieRental 9/6
Phone 3/3
MovieRental 9/1
Lamp 1/9
Lamp 5/7
MovieRental 11/20
Blu-Ray 6/17
Textbook 3/23
Textbook 9/8
Song 3/8
Shoes 6/14
Phone 10/16
Lamp 9/18
Lamp 1/26
Blu-Ray 12/24
Phone 11/4
Blu-Ray 5/17
Shoes 10/7
Textbook 1/20
Phone 6/21
MovieRental 11/11
MovieRental 7/11
Song 6/23
Textbook 10/17
Song 4/23
Lamp 3/4
Shoes 11/3
Shoes 3/12
Textbook 8/20
Song 1/13
Lamp 10/20
MovieRental 2/25
Textbook 10/2
Textbook 2/6
Shoes 9/21
Blu-Ray 1/7
Blu-Ray 1/9
Blu-Ray 12/2
Song 9/5
Textbook 3/19
Blu-Ray 10/6
Lamp 3/17
Blu-Ray 2/7
Blu-Ray 10/17
Phone 2/4
Lamp 10/14
Song 4/11
Shoes 4/12
Song 3/12
Lamp 11/25
MovieRental 12/16
Textbook 4/3
Shoes 7/18
Textbook 1/17
Song 12/24
Song 10/24
Phone 2/17
Textbook 10/7
Lamp 4/16
Lamp 3/23
Lamp 2/3
Lamp 8/6
Blu-Ray 2/3
Song 7/3
MovieRental 12/25
Textbook 4/13
Textbook 1/18
