ClientId: 1057
Shoes 9/25
Phone 9/10
Textbook 6/18
Textbook 1/21
Textbook 3/24
MovieRental 11/1
Shoes 3/1
Phone 6/10
Blu-Ray 3/2
Phone 6/20
Phone 3/12
Phone 3/22
Song 12/19
Phone 7/10
Textbook 5/13
Shoes 4/21
Textbook 5/13
Blu-Ray 1/16
Song 10/4
Song 5/7
Shoes 8/12
Phone 5/23
Shoes 4/19
Song 9/6
Textbook 8/7
Blu-Ray 11/22
Phone 11/26
Phone 5/12
MovieRental 7/23
Shoes 12/15
Phone 3/10
Song 7/18
Song 3/17
MovieRental 7/3
Blu-Ray 4/23
Lamp 1/14
Phone 8/10
MovieRental 1/13
Lamp 5/26
Lamp 8/3
Textbook 3/21
Phone 1/5
Blu-Ray 4/11
Song 9/14
Shoes 2/6
Textbook 6/24
Song 11/25
MovieRental 7/22
Phone 11/7
Phone 10/1
Song 5/14
Phone 6/11
Textbook 1/2
MovieRental 8/8
Shoes 8/14
Lamp 12/25
Phone 10/1
Shoes 5/6
Song 11/12
Blu-Ray 7/3
Phone 6/10
Song 6/14
Phone 12/2
Lamp 3/4
Shoes 9/6
Shoes 2/17
Shoes 3/24
Song 6/12
Textbook 7/2
Shoes 7/19
Phone 10/6
Textbook 10/9
Textbook 1/4
Textbook 8/8
Textbook 1/7
Lamp 3/11
Shoes 1/7
Song 3/9
Textbook 7/21
Textbook 11/13
Song 4/18
Blu-Ray 1/22
Textbook 3/6
Phone 10/13
Phone 4/17
Lamp 4/17
Shoes 1/6
MovieRental 6/16
Blu-Ray 12/13
MovieRental 4/24
Shoes 1/8
Blu-Ray 7/20
Blu-Ray 4/9
Phone 5/10
Song 2/10
Song 9/7
MovieRental 10/8
Shoes 4/4
Textbook 3/23
Song 4/3
Phone 11/12
Song 5/16
Blu-Ray 11/24
Lamp 2/21
MovieRental 3/17
Lamp 6/16
MovieRental 11/10
Shoes 4/23
Song 4/1
MovieRental 4/23
Blu-Ray 1/1
Lamp 5/13
Phone 2/26
Textbook 11/14
Blu-Ray 5/11
Textbook 5/16
Lamp 11/26
Blu-Ray 11/12
Blu-Ray 8/19
Song 10/20
Phone 3/15
Shoes 12/16
Lamp 9/10
Phone 2/7
Blu-Ray 11/20
Phone 6/2
Lamp 11/25
Lamp 8/1
Lamp 11/15
Blu-Ray 7/15
Phone 1/16
Lamp 4/7
Shoes 4/1
Shoes 3/13
Blu-Ray 6/18
Phone 2/24
Phone 7/6
MovieRental 4/9
Song 1/14
Phone 3/14
MovieRental 7/20
Textbook 3/10
Song 5/4
Phone 8/7
Textbook 1/18
Song 6/20
Textbook 10/10
Blu-Ray 12/20
Shoes 2/10
Lamp 11/9
Shoes 11/7
Phone 9/18
Blu-Ray 11/14
Phone 6/4
Blu-Ray 12/14
Blu-Ray 6/17
Shoes 1/1
Lamp 3/6
Song 9/24
Phone 9/9
Textbook 9/20
Textbook 3/19
Lamp 1/21
Phone 8/8
Phone 2/14
Phone 5/24
Phone 4/19
Blu-Ray 2/25
Shoes 2/8
Blu-Ray 1/2
Shoes 8/23
MovieRental 5/8
Blu-Ray 3/19
Lamp 9/7
Song 7/21
Textbook 2/24
Textbook 7/24
MovieRental 1/16
Phone 7/1
Textbook 9/16
Shoes 7/17
Shoes 5/1
Shoes 11/22
Shoes 2/17
Textbook 8/1
MovieRental 9/16
Shoes 2/6
Song 5/15
Shoes 2/10
MovieRental 9/18
Song 10/4
Lamp 11/3
MovieRental 9/12
Shoes 3/11
MovieRental 6/19
Phone 2/19
Shoes 6/1
Lamp 3/13
Textbook 2/10
Lamp 8/24
Song 12/11
Phone 9/6
Textbook 11/1
Lamp 3/5
Textbook 11/17
Lamp 10/7
Phone 3/25
Shoes 12/9
Lamp 6/16
Song 9/23
Textbook 7/9
Textbook 6/20
Shoes 12/2
Phone 1/23
Lamp 1/1
Lamp 6/4
Blu-Ray 6/9
Blu-Ray 10/6
Textbook 2/1
Blu-Ray 6/1
MovieRental 4/10
Shoes 8/19
Lamp 8/5
MovieRental 3/14
MovieRental 6/22
MovieRental 11/25
Blu-Ray 5/14
Shoes 9/17
MovieRental 7/25
Song 9/21
Phone 10/10
Textbook 10/4
Phone 8/19
Shoes 9/13
Textbook 11/15
Lamp 10/25
Shoes 11/7
Phone 2/2
Lamp 1/11
Textbook 1/23
Shoes 3/11
Blu-Ray 5/11
Song 11/10
Song 2/20
Lamp 12/17
MovieRental 4/11
Shoes 7/26
Phone 5/6
Blu-Ray 4/7
Blu-Ray 8/2
Textbook 9/19
Lamp 5/6
Phone 5/6
Blu-Ray 12/23
Shoes 9/2
Phone 9/4
Lamp 3/22
Shoes 8/1
Phone 9/20
Shoes 5/20
Textbook 5/17
Lamp 2/20
Textbook 6/22
Phone 8/18
Song 8/1
Song 1/5
Shoes 12/3
Shoes 8/14
Song 12/13
Shoes 5/11
Textbook 1/26
Blu-Ray 11/7
Phone 2/7
Song 2/22
Textbook 3/2
Textbook 5/17
MovieRental 8/5
MovieRental 8/1
Textbook 3/20
Phone 11/6
Shoes 7/20
Phone 3/2
MovieRental 2/10
Shoes 6/2
Phone 8/17
Song 5/25
Textbook 11/6
Textbook 5/8
Shoes 11/4
Shoes 5/6
Lamp 10/11
Textbook 6/1
MovieRental 1/15
MovieRental 8/16
Textbook 8/4
Shoes 8/21
MovieRental 2/23
Lamp 3/9
Lamp 5/25
Shoes 3/10
Song 12/5
Phone 7/22
Song 3/4
MovieRental 7/14
Textbook 11/20
Phone 2/26
Phone 10/21
Textbook 11/9
Phone 10/11
Phone 1/26
Song 7/12
Shoes 7/15
Phone 7/19
MovieRental 4/8
Phone 5/20
Textbook 10/19
Blu-Ray 10/21
Textbook 11/10
Lamp 8/4
Phone 6/3
Blu-Ray 7/4
Phone 3/7
Textbook 2/11
Song 8/26
MovieRental 10/10
Lamp 1/9
Shoes 6/13
MovieRental 3/19
Textbook 2/1
Song 9/3
Shoes 6/15
Blu-Ray 2/12
Lamp 5/1
Shoes 4/3
Shoes 4/20
Song 4/9
Blu-Ray 9/19
Song 4/23
Phone 12/2
MovieRental 1/15
Phone 8/7
Shoes 1/25
Phone 9/23
Shoes 1/8
Textbook 4/3
Textbook 2/21
Phone 4/13
MovieRental 11/17
Blu-Ray 9/5
MovieRental 5/10
Lamp 2/13
Shoes 1/26
Lamp 3/25
Textbook 5/10
Lamp 6/9
Lamp 4/3
Lamp 12/23
Phone 6/17
MovieRental 2/8
Blu-Ray 4/24
Blu-Ray 10/26
Song 11/20
Shoes 8/14
Textbook 1/10
Shoes 11/24
Song 3/19
Lamp 6/9
Song 8/3
Blu-Ray 9/20
Song 1/11
MovieRental 10/21
Song 5/5
Blu-Ray 2/6
Blu-Ray 7/26
Textbook 7/7
Phone 11/19
Shoes 2/12
Textbook 2/13
Blu-Ray 5/12
Phone 3/18
Phone 7/2
Phone 5/13
Phone 4/17
Phone 9/21
Lamp 2/13
Textbook 11/14
Song 5/21
Blu-Ray 8/1
Blu-Ray 3/5
Song 11/24
MovieRental 10/2
Blu-Ray 9/5
MovieRental 9/8
Blu-Ray 4/5
Lamp 3/14
Lamp 4/5
Shoes 12/20
MovieRental 2/7
Song 2/6
Song 4/6
Textbook 7/9
MovieRental 12/13
Lamp 12/8
Lamp 5/26
MovieRental 2/21
Song 11/19
Phone 3/15
Song 3/15
Shoes 4/12
Blu-Ray 7/19
MovieRental 12/7
Lamp 9/7
Textbook 7/4
Song 2/19
Lamp 2/19
Textbook 7/12
Textbook 2/20
Textbook 10/8
Song 5/3
Textbook 6/8
Blu-Ray 8/8
Blu-Ray 8/16
Phone 12/16
Shoes 7/9
Textbook 2/25
Shoes 4/8
MovieRental 6/24
Lamp 4/1
MovieRental 10/15
MovieRental 3/11
Textbook 8/16
Shoes 7/17
Lamp 7/8
Shoes 10/26
MovieRental 1/15
MovieRental 4/6
Lamp 10/11
Shoes 12/22
Blu-Ray 4/25
Shoes 2/18
Lamp 3/11
MovieRental 10/10
Textbook 2/16
Song 5/10
Song 10/10
Song 7/7
Shoes 11/4
MovieRental 11/16
MovieRental 9/1
Lamp 1/18
Song 6/15
Lamp 5/25
Lamp 2/19
Blu-Ray 9/19
Phone 6/16
Shoes 10/13
Textbook 6/15
Phone 8/20
Blu-Ray 9/9
Phone 7/9
Song 4/18
Blu-Ray 4/21
Phone 4/11
Blu-Ray 10/8
Lamp 5/7
Song 9/5
MovieRental 1/24
Textbook 10/19
Textbook 9/7
Shoes 12/2
Phone 9/19
Phone 3/5
MovieRental 3/15
Shoes 2/20
Phone 10/19
MovieRental 11/16
Song 11/25
Song 1/8
Shoes 1/21
Shoes 8/22
Lamp 8/18
Song 1/20
Textbook 1/17
Lamp 1/8
Phone 9/5
Lamp 2/9
Textbook 7/25
Phone 1/2
MovieRental 8/17
Lamp 7/3
Song 9/17
MovieRental 3/11
MovieRental 7/12
Lamp 3/4
Blu-Ray 3/26
MovieRental 5/22
Phone 12/23
Song 12/22
Lamp 6/22
Song 7/3
MovieRental 12/11
Shoes 1/8
Song 4/11
Textbook 11/2
Phone 12/15
MovieRental 11/25
Textbook 1/24
Blu-Ray 3/10
Song 2/11
Phone 12/16
Song 11/17
Lamp 3/8
Lamp 11/23
Shoes 9/15
Shoes 5/4
Shoes 10/11
Blu-Ray 2/4
Song 11/10
Lamp 2/4
Song 9/13
MovieRental 2/7
Blu-Ray 1/26
Lamp 6/16
Lamp 3/12
Textbook 10/4
MovieRental 5/16
Textbook 3/13
Phone 3/9
Song 5/9
MovieRental 1/25
Shoes 5/12
Shoes 11/6
MovieRental 9/13
MovieRental 12/6
MovieRental 4/26
Textbook 10/22
Song 5/1
Lamp 6/4
Blu-Ray 2/9
Textbook 6/14
Shoes 7/25
Lamp 5/1
Blu-Ray 1/16
Lamp 8/12
Textbook 5/12
Textbook 2/6
Blu-Ray 11/24
Textbook 9/4
Blu-Ray 4/23
Blu-Ray 8/4
Blu-Ray 5/6
MovieRental 9/3
Phone 10/15
Textbook 11/6
Lamp 7/7
MovieRental 11/17
Shoes 5/21
MovieRental 10/1
MovieRental 6/26
Phone 5/24
Textbook 8/17
Blu-Ray 4/24
Phone 9/22
Textbook 3/10
Phone 10/8
Blu-Ray 1/12
Textbook 8/2
Phone 3/22
Lamp 3/21
Shoes 6/6
Shoes 6/8
Song 2/8
Textbook 3/26
Blu-Ray 2/5
Shoes 7/19
Blu-Ray 7/17
Lamp 3/18
Textbook 10/11
Song 3/19
Lamp 12/5
Shoes 7/3
Song 4/2
Song 7/8
Song 6/20
Blu-Ray 1/24
Song 9/7
Phone 1/18
Shoes 11/16
Lamp 8/5
MovieRental 6/24
Blu-Ray 10/1
Lamp 3/4
Shoes 9/21
Song 5/16
Song 11/7
Song 9/21
Textbook 7/3
Blu-Ray 1/15
Lamp 2/21
Lamp 3/25
Blu-Ray 2/10
MovieRental 7/3
Textbook 5/26
Phone 1/6
Phone 5/26
Blu-Ray 7/21
Textbook 9/24
Song 11/2
Shoes 1/3
Shoes 12/6
Song 8/21
MovieRental 1/26
Shoes 11/22
Song 9/16
Shoes 12/15
Shoes 8/4
Shoes 3/14
Phone 1/13
Lamp 11/15
Textbook 4/13
Blu-Ray 11/13
Song 1/4
MovieRental 8/2
Phone 4/14
Textbook 11/7
Textbook 5/20
Lamp 10/4
Textbook 3/7
Phone 2/23
Song 5/8
Phone 1/14
Shoes 2/15
Lamp 10/16
Shoes 10/6
Shoes 2/13
Shoes 10/10
Textbook 1/8
Phone 6/24
Blu-Ray 11/25
MovieRental 8/18
Textbook 11/9
Shoes 1/24
Textbook 2/6
Phone 11/2
MovieRental 9/3
MovieRental 1/18
Textbook 12/12
Lamp 7/24
MovieRental 12/9
MovieRental 1/15
Blu-Ray 10/10
MovieRental 12/22
Lamp 11/10
Shoes 3/23
Textbook 1/14
Phone 9/9
MovieRental 7/23
Song 4/11
MovieRental 7/9
Song 4/6
MovieRental 1/7
Phone 12/20
Lamp 9/16
Textbook 3/20
Blu-Ray 3/16
Song 3/26
Textbook 10/7
Blu-Ray 5/24
Phone 8/19
Textbook 10/14
Textbook 1/6
Song 12/13
MovieRental 9/1
Shoes 11/26
MovieRental 10/18
Shoes 2/9
Blu-Ray 4/19
Textbook 2/5
Shoes 6/7
Lamp 10/26
Lamp 7/3
Phone 9/4
Song 6/9
Phone 9/13
Shoes 7/4
Phone 8/19
Song 3/3
Lamp 6/26
Textbook 9/20
Phone 8/3
